sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Narooma - Bermagui,0,0,9888,788,864,544,774,827,1282,1652,1318,2109,4802,7644,1426,8780,364,0.0796925566343042,0.08737864077669903,0.05501618122977346,0.07827669902912622,0.08363673139158576,0.12965210355987056,0.16707119741100324,0.13329288025889968,0.2132888349514563,0.4856391585760518,0.7730582524271845,0.14421521035598706,0.8879449838187702,0.03681229773462783,1590,5680,8637,1361,1037,2282,3408,75,5128,2694,8637,813,134,4168,4651,346,0.18409169850642584,0.6576357531550306,0.30428403755868544,0.6696009389671361,0.5937246729188376,0.3119138589788121,0.028811008385293484,0.8961513652977854,1627,841,522,142,598,640,149,324,1005,144,0.16454288025889968,0.08505258899676375,0.05279126213592233,0.01436084142394822,0.060477346278317155,0.06472491909385113,0.015068770226537216,0.032766990291262135,0.1016383495145631,0.014563106796116505
Goulburn,0,0,24565,2986,2797,3092,3256,2780,3058,5783,6348,5838,6605,20465,2667,21034,1640,0.12155505800936292,0.11386118461225321,0.12587014044372075,0.13254630571951964,0.11316914308976185,0.12448605739873804,0.23541624262161612,0.2584164461632404,0.2376552004884999,0.26887848565031547,0.8330958681050274,0.10856910238143701,0.8562589049460615,0.06676165275798901,2837,14331,20074,2894,2790,7861,10873,222,9645,8614,20074,1803,634,8798,9994,547,0.14132708976785893,0.7139085384078908,0.2565989147429412,0.7229835372022441,0.480472252665139,0.4291122845471754,0.06343806283770262,0.8803281969181509,3204,2608,883,305,1512,1280,461,741,2755,302,0.13042947282719317,0.1061673112151435,0.03594545084469774,0.012416039079991859,0.061550987176877674,0.05210665581111337,0.0187665377569713,0.03016486871565235,0.11215143496845105,0.012293914105434562
Goulburn Surrounds,0,0,13839,1461,1650,1100,1350,1627,2186,3111,2450,3813,4465,11310,1281,12212,483,0.10557121179275959,0.11922826793843486,0.07948551195895658,0.09755040104053761,0.1175662981429294,0.1579593901293446,0.22479947973119446,0.17703591299949417,0.275525688272274,0.32263891899703734,0.8172555820507262,0.09256449165402124,0.8824337018570706,0.03490136570561457,1652,8177,11554,1725,2341,3969,6447,145,5564,4838,11554,1154,25,5087,5611,505,0.14298078587502164,0.7077202700363511,0.3631146269582752,0.6156351791530945,0.48156482603427386,0.41872944434827764,0.004455533772945999,0.9066120121190518,1878,1212,502,102,785,740,187,370,1187,144,0.13570344678083676,0.08757858226750488,0.03627429727581473,0.007370474745285064,0.056723751716164464,0.053472071681479875,0.013512537033022617,0.026736035840739938,0.08577209335934677,0.01040537611099068
Yass,0,0,6763,829,864,673,832,818,855,1693,1505,1673,1887,5796,635,6149,271,0.12257873724678398,0.127753955345261,0.09951205086500074,0.12302232736951058,0.12095224013011976,0.1264231849770812,0.25033269259204494,0.2225343782345113,0.24737542510720095,0.2790181871950318,0.8570161171077924,0.09389324264379713,0.9092118882152891,0.04007097441963626,1087,3769,5453,605,1021,2132,3222,64,2412,2717,5453,334,127,2410,2674,137,0.19933981294700165,0.691179167430772,0.31688392302917445,0.6617008069522036,0.4423253255088942,0.49825783972125437,0.047494390426327596,0.9012715033657442,904,744,267,103,390,374,84,159,813,103,0.13366849031494898,0.11001035043619696,0.03947952092266745,0.01522992754694662,0.05766671595445808,0.055300901966582876,0.012420523436344817,0.023510276504509833,0.12021292325890877,0.01522992754694662
Yass Surrounds,0,0,12713,1606,1792,1033,1336,1921,2028,3398,2369,3949,3004,10538,1423,11529,484,0.1263273814205931,0.14095807441201919,0.08125540785023204,0.1050892786911036,0.15110516793833084,0.1595217493903878,0.26728545583261226,0.18634468654133565,0.3106269173287186,0.2362935577755054,0.8289152835680013,0.11193266734838354,0.9068669865492016,0.0380712656336034,3031,6132,10171,1007,3218,3462,6828,141,3619,5890,10171,653,0,4197,4460,261,0.29800412938747417,0.6028905712319339,0.471294669009959,0.5070298769771528,0.3558155540261528,0.579097433880641,0,0.9410313901345292,1268,1117,434,39,459,483,99,202,1103,102,0.0997404231888618,0.08786281758829545,0.0341382836466609,0.00306772594981515,0.03610477464013215,0.037992605993864545,0.007787304334146149,0.0158892472272477,0.08676158263195155,0.0080232832533627
Young,0,0,11004,1419,1514,1106,1220,1236,1314,2933,2326,2550,3193,9329,896,9544,751,0.12895310796074155,0.1375863322428208,0.1005089058524173,0.1108687749909124,0.11232279171210469,0.11941112322791712,0.26653944020356235,0.2113776808433297,0.23173391494002182,0.2901672119229371,0.8477826245001817,0.08142493638676845,0.8673209741912032,0.06824790985096328,991,6596,8775,1190,1204,3221,4515,90,4685,3263,8775,824,144,4009,4459,308,0.11293447293447294,0.7516809116809117,0.26666666666666666,0.7133997785160576,0.5339031339031339,0.3718518518518519,0.03229423637586903,0.8990805113254093,1392,1196,377,138,619,548,133,310,1092,152,0.12649945474372956,0.10868774990912396,0.03426026899309342,0.012540894220283533,0.05625227190112686,0.04980007270083606,0.012086513994910942,0.028171573973100692,0.09923664122137404,0.013813158851326791
Young Surrounds,0,0,7677,861,840,687,692,784,1189,1701,1379,1973,2625,6402,501,6787,221,0.11215318483782728,0.10941774130519734,0.08948808128175069,0.09013937736094829,0.10212322521818419,0.15487820763319005,0.22157092614302462,0.17962745864269897,0.2570014328513742,0.3419304415787417,0.8339194998046112,0.06525986713559985,0.8840692979028266,0.028787286700534064,783,4554,6355,1020,1259,1928,3254,64,3305,2318,6355,740,38,2929,3313,341,0.12321007081038553,0.7166011014948859,0.3869084204056546,0.592501536570375,0.5200629425649095,0.36475216365066876,0.011469966797464533,0.8840929670993057,1093,791,285,76,501,395,107,267,695,91,0.14237332291259608,0.10303503972906083,0.03712387651426338,0.00989970040380357,0.06525986713559985,0.05145239025661066,0.013937736094828708,0.03477921062915201,0.09053015500846685,0.011853588641396379
Avoca Beach - Copacabana,0,0,7513,917,1167,604,701,1095,1179,2084,1305,2274,1848,5857,1415,6894,368,0.12205510448555837,0.15533076001597232,0.0803939837614801,0.09330493810728072,0.1457473712232131,0.1569279914814322,0.2773858645015307,0.17369892186876082,0.3026753627046453,0.24597364568081992,0.779582057766538,0.18834021030214296,0.917609476906695,0.048981764940769335,1860,3623,5980,487,1740,1946,3730,43,2623,3153,5980,211,0,2591,2679,84,0.3110367892976589,0.6058528428093646,0.46648793565683644,0.5217158176943699,0.438628762541806,0.527257525083612,0,0.9671519223590892,550,535,241,35,217,275,41,91,486,56,0.07320644216691069,0.07120990283508585,0.03207773193131905,0.004658591774257953,0.02888326900039931,0.036603221083455345,0.005457207506987888,0.012112338613070678,0.06468787435112472,0.007453746838812725
Box Head - MacMasters Beach,0,0,11042,1152,1283,795,940,1394,1542,2435,1735,2936,3934,8766,1835,10127,488,0.10432892591921754,0.11619271871037855,0.07199782648071001,0.08512950552436153,0.12624524542655316,0.13964861438145262,0.2205216446295961,0.15712733200507153,0.2658938598080058,0.35627603694982796,0.7938779206665459,0.16618366238000362,0.9171345770693715,0.04419489222966854,2348,5882,9202,961,2056,2714,4844,75,4483,4285,9202,436,6,4289,4457,155,0.2551619213214519,0.6392088676374701,0.4244426094137077,0.5602807597027251,0.4871767007172354,0.46565963920886766,0.0013461969934933811,0.9623064841821853,1296,926,470,75,546,608,119,247,869,160,0.11737004165911973,0.08386161927187104,0.04256475276218077,0.006792247781199058,0.049447563847129145,0.05506248867958703,0.010777033146169172,0.02236913602608223,0.07869951095815976,0.014490128599891324
Calga - Kulnura,0,0,4716,404,535,489,485,570,852,939,974,1422,1393,3526,753,3908,392,0.08566581849024597,0.11344359626802375,0.10368956743002544,0.10284139100932994,0.12086513994910941,0.1806615776081425,0.1991094147582697,0.20653095843935537,0.3015267175572519,0.2953774385072095,0.7476675148430874,0.15966921119592875,0.8286683630195081,0.08312128922815945,759,2676,4053,635,913,1319,2290,68,1850,1789,4053,420,3,1629,1820,177,0.18726868985936343,0.6602516654330126,0.3986899563318777,0.5759825327510917,0.45645201085615594,0.44140143103873675,0.0016483516483516484,0.8950549450549451,492,384,147,17,214,212,37,112,428,33,0.10432569974554708,0.08142493638676845,0.031170483460559797,0.003604749787955895,0.0453774385072095,0.04495335029686175,0.007845631891433419,0.02374893977947413,0.090754877014419,0.006997455470737914
Erina - Green Point,0,0,14758,1457,1718,1144,1317,1606,1797,3175,2461,3403,5718,11044,3132,12628,1223,0.09872611464968153,0.11641143786420924,0.07751727876406017,0.08923973438135249,0.10882233364954601,0.1217644667299092,0.21513755251389077,0.16675701314541266,0.2305868003794552,0.3874508741021819,0.7483398834530424,0.21222387857433256,0.8556715002032795,0.08287030762976012,2768,7867,12434,1798,2399,3400,5894,94,6317,5005,12434,1130,161,5342,5799,292,0.22261540936142835,0.6327006594820653,0.40702409229725145,0.5768578215134035,0.5080424642110343,0.40252533376226474,0.027763407484048975,0.9211933091912399,1960,1291,719,491,845,1012,241,430,1420,238,0.1328093237566066,0.08747797804580566,0.04871933866377558,0.03327009079821114,0.057257080905271714,0.06857297736820707,0.01633012603333785,0.02913673939558206,0.09621899986448028,0.01612684645615937
Gosford - Springfield,0,0,21204,2180,2119,3271,3234,2646,2614,4299,6505,5260,5131,14848,5173,16526,3434,0.10281079041690247,0.09993397472175061,0.154263346538389,0.15251839275608375,0.12478777589134125,0.12327862667421241,0.20274476513865308,0.3067817392944727,0.24806640256555368,0.24198264478400303,0.7002452367477834,0.24396340313148462,0.7793812488209771,0.16195057536313903,4656,11249,17965,2065,3959,6133,10250,174,8429,8341,17965,1196,773,8367,9729,570,0.25917060951850823,0.626161981630949,0.3862439024390244,0.5983414634146341,0.4691900918452547,0.4642916782632897,0.07945318121081303,0.8600061671292013,2036,2020,704,157,1021,880,242,478,2650,225,0.09601961893982268,0.09526504433125825,0.03320128277683456,0.007404263346538389,0.04815129220901717,0.0415016034710432,0.01141294095453688,0.022542916430862103,0.12497641954348236,0.010611205432937181
Kariong,0,0,6485,915,1023,805,788,988,918,1938,1593,1906,1045,5109,1206,5575,668,0.14109483423284502,0.15774865073245953,0.12413261372397841,0.1215111796453354,0.15235158057054743,0.1415574402467232,0.29884348496530455,0.2456437933693138,0.2939090208172706,0.16114109483423283,0.7878180416345413,0.18596761757902852,0.8596761757902853,0.10300693909020817,960,3680,5066,438,1013,2264,3350,74,2295,2525,5066,240,62,2019,2144,65,0.189498618239242,0.7264113699170943,0.3023880597014925,0.6758208955223881,0.45302013422818793,0.4984208448480063,0.028917910447761194,0.9416977611940298,458,630,164,22,310,200,60,103,659,33,0.07062451811873555,0.09714726291441789,0.025289128758673864,0.003392444101773323,0.047802621434078645,0.03084040092521203,0.009252120277563608,0.015882806476484195,0.10161912104857364,0.005088666152659985
Kincumber - Picketts Valley,0,0,7615,836,907,641,801,813,846,1743,1442,1659,2769,5977,1297,6898,372,0.1097833223900197,0.11910702560735391,0.08417596848325673,0.1051871306631648,0.10676296782665791,0.11109652002626395,0.2288903479973736,0.18936309914642155,0.21785948785292186,0.36362442547603413,0.784898227183191,0.17032173342087983,0.9058437294812869,0.048850952068286276,1121,4314,6295,861,1022,1973,3046,56,3250,2521,6295,525,145,2824,3179,197,0.17807783955520254,0.6853057982525814,0.3355219960604071,0.6477347340774786,0.5162827640984908,0.40047656870532167,0.04561182761874803,0.8883296634161686,1054,694,333,107,422,463,116,204,783,123,0.13841103086014445,0.09113591595535128,0.043729481286933686,0.014051214707813526,0.05541694024950755,0.060801050558109,0.015233092580433356,0.026789231779382798,0.10282337491792515,0.016152330925804332
Narara,0,0,7157,966,968,779,957,996,947,1934,1736,1943,1548,5596,1400,6160,799,0.13497275394718458,0.1352522006427274,0.10884448791393042,0.13371524381724187,0.13916445438032696,0.13231801033952773,0.27022495458991197,0.2425597317311723,0.2714824647198547,0.2162917423501467,0.7818918541288249,0.19561268687997765,0.8606958222719017,0.11163895486935867,1306,3919,5664,443,1213,2270,3527,43,2696,2781,5664,186,94,2401,2559,71,0.23057909604519775,0.6919138418079096,0.3439183442018713,0.6436064644173518,0.4759887005649718,0.4909957627118644,0.03673309886674482,0.9382571316920673,650,760,240,31,358,266,80,121,770,75,0.09082017605141819,0.10618974430627358,0.03353360346513903,0.00433142378091379,0.05002095850216571,0.037166410507195755,0.011177867821713008,0.016906525080340924,0.10758697778398771,0.010479251082855945
Niagara Park - Lisarow,0,0,8205,1025,1230,844,994,1136,1159,2255,1838,2295,1830,6642,1363,7421,565,0.12492382693479585,0.14990859232175502,0.1028641072516758,0.12114564290067033,0.1384521633150518,0.14125533211456429,0.2748324192565509,0.22400975015234614,0.2797074954296161,0.2230347349177331,0.8095063985374772,0.16611822059719683,0.904448507007922,0.06886045094454601,1408,4573,6537,571,1429,2532,4024,59,3134,3124,6537,272,100,2684,2863,80,0.21538932231910662,0.6995563714242007,0.3551192842942346,0.6292246520874751,0.47942481260517056,0.4778950588955178,0.0349283967865875,0.9374781697520084,794,815,285,76,363,329,91,150,923,104,0.0967702620353443,0.09932967702620353,0.03473491773308958,0.009262644728823887,0.044241316270566725,0.0400975015234613,0.01109079829372334,0.018281535648994516,0.11249238269347958,0.01267519804996953
Point Clare - Koolewong,0,0,6571,758,737,531,760,889,912,1495,1291,1801,1981,4889,1443,5624,682,0.11535534926190838,0.11215948866230406,0.08080961801856643,0.11565971693806118,0.1352914320499163,0.13879166032567342,0.22751483792421245,0.1964693349566276,0.2740830923755897,0.30147618322934105,0.7440267843555014,0.21960127834423984,0.8558819053416528,0.10378937756810226,1386,3407,5436,635,1226,1720,2982,36,2641,2456,5436,348,91,2410,2590,85,0.25496688741721857,0.626747608535688,0.41113346747149565,0.5767940979208585,0.48583517292126566,0.4518027961736571,0.03513513513513514,0.9305019305019305,726,595,279,114,375,360,98,167,697,103,0.1104854664434637,0.09054938365545578,0.042459290823314566,0.017348957540709177,0.05706893927864861,0.054786181707502664,0.014914016131486836,0.02541470095875818,0.10607213513924821,0.015674935321868817
Saratoga - Davistown,0,0,7160,819,897,636,763,901,979,1716,1399,1880,2148,5935,984,6672,228,0.11438547486033519,0.12527932960893856,0.0888268156424581,0.10656424581005587,0.12583798882681566,0.13673184357541898,0.23966480446927374,0.19539106145251398,0.26256983240223464,0.3,0.8289106145251397,0.13743016759776536,0.9318435754189944,0.031843575418994415,1164,4088,5856,607,1189,2108,3358,58,2837,2751,5856,264,15,2653,2759,104,0.1987704918032787,0.6980874316939891,0.3540798094103633,0.6277546158427636,0.4844603825136612,0.4697745901639344,0.005436752446538601,0.9615802827111272,774,612,303,65,332,363,60,157,664,82,0.10810055865921787,0.08547486033519552,0.04231843575418994,0.009078212290502794,0.04636871508379888,0.05069832402234637,0.008379888268156424,0.02192737430167598,0.09273743016759776,0.011452513966480447
Terrigal - North Avoca,0,0,14849,1693,1971,1508,1618,1982,2001,3664,3126,3983,4084,11169,3060,13120,1044,0.11401441174489865,0.1327362111926729,0.10155566031382585,0.1089635665701394,0.13347700181830427,0.1347565492625766,0.24675062293757155,0.21051922688396524,0.26823355108088087,0.2750353559162233,0.7521718634251465,0.20607448313017712,0.883561182571217,0.07030776483264867,3663,7256,12139,1232,3341,3721,7166,103,5102,6341,12139,693,26,5442,5766,293,0.30175467501441633,0.5977428124227696,0.4662294166899246,0.519257605358638,0.42029821237334214,0.5223659280006591,0.004509191814082553,0.9438085327783559,1241,1080,520,81,482,580,130,209,1038,134,0.08357465149168294,0.0727321705165331,0.035019193211664086,0.005454912788739982,0.0324600983231194,0.03905986935147148,0.008754798302916022,0.014075021886995758,0.06990369721866792,0.009024176712236515
Umina - Booker Bay - Patonga,0,0,24697,2760,2436,2163,2673,3028,3242,5196,4836,6270,8397,18973,4226,21615,1614,0.11175446410495202,0.09863546179697939,0.08758148763007653,0.10823176904077418,0.12260598453253431,0.13127100457545451,0.2103899259019314,0.1958132566708507,0.25387698910798884,0.3400008098149573,0.7682309592258169,0.17111390047374175,0.8752075150828036,0.06535206705267846,3547,14268,20639,2816,3307,6325,9792,162,10884,8161,20639,1591,118,10096,10901,661,0.1718591017006638,0.6913125635931974,0.3377246732026144,0.6459354575163399,0.5273511313532633,0.3954164445951839,0.010824694982111733,0.9261535638932208,3073,2349,1025,332,1433,1339,315,785,2682,373,0.1244280681864194,0.09511276673280156,0.04150301656071587,0.013442928290885532,0.058023241689274,0.054217111390047375,0.012754585577195611,0.03178523707332875,0.1085961857715512,0.015103048953314168
Wamberal - Forresters Beach,0,0,10675,1309,1573,979,1177,1465,1381,2882,2156,2846,2795,8690,1601,9770,520,0.12262295081967213,0.1473536299765808,0.0917096018735363,0.1102576112412178,0.13723653395784544,0.12936768149882905,0.2699765807962529,0.2019672131147541,0.26660421545667445,0.26182669789227164,0.8140515222482435,0.14997658079625292,0.9152224824355972,0.04871194379391101,2296,5404,8528,822,2218,2868,5171,86,3729,4397,8528,401,6,3622,3780,140,0.2692307692307692,0.6336772983114447,0.4289305743569909,0.5546315993038097,0.43726547842401503,0.5155956848030019,0.0015873015873015873,0.9582010582010582,911,830,388,45,332,427,84,146,739,109,0.08533957845433256,0.07775175644028103,0.03634660421545668,0.004215456674473068,0.031100702576112412,0.04,0.007868852459016393,0.013676814988290398,0.0692271662763466,0.010210772833723654
Woy Woy - Blackwall,0,0,14346,1488,1370,1366,1632,1750,1910,2858,2998,3660,4817,10776,2702,12254,1244,0.10372229192806358,0.09549700264882197,0.09521817928342395,0.11375993308239231,0.12198522236163391,0.1331381569775547,0.19921929457688553,0.20897811236581626,0.2551233793391886,0.335773037780566,0.7511501463822668,0.18834518332636274,0.8541753798968353,0.08671406663878432,2079,8533,12166,1552,1825,3675,5625,123,6624,4668,12166,866,462,5545,6380,367,0.17088607594936708,0.7013808975834293,0.3244444444444444,0.6533333333333333,0.5444681900378103,0.3836922571099786,0.07241379310344828,0.8691222570532915,1781,1415,599,273,956,840,218,520,1740,234,0.12414610344346856,0.0986337655095497,0.041753798968353545,0.01902969468841489,0.06663878433012686,0.05855290673358427,0.01519587341419211,0.03624703750174264,0.12128816394813885,0.01631116687578419
Wyoming,0,0,11423,1383,1410,1194,1528,1378,1254,2793,2722,2632,3268,8654,2215,9726,1079,0.12107152236715399,0.12343517464764073,0.10452595640374683,0.13376521054013832,0.12063380898187867,0.10977851702705069,0.24450669701479472,0.23829116694388514,0.23041232600892936,0.28608946861595025,0.7575943272345268,0.19390702967696752,0.8514400770375558,0.09445854854241442,1706,6387,9281,1200,1515,3204,4805,83,4788,3817,9281,677,242,4020,4504,236,0.18381639909492511,0.6881801530007542,0.3152965660770031,0.6668054110301769,0.5158926839780196,0.4112703372481414,0.053730017761989345,0.8925399644760214,1362,1269,419,197,687,625,165,311,1372,172,0.11923312614899764,0.11109165718287665,0.03668038168607196,0.017245907379847675,0.06014181913682921,0.054714173159415215,0.014444541714085617,0.02722577256412501,0.12010855291954828,0.015057340453471067
Bateau Bay - Killarney Vale,0,0,22825,3049,2725,2351,2972,2711,2580,5774,5323,5291,6453,19040,2536,20537,860,0.1335815991237678,0.11938663745892661,0.10300109529025192,0.13020810514786418,0.11877327491785324,0.11303395399780942,0.2529682365826944,0.2332092004381161,0.23180722891566266,0.28271631982475354,0.8341730558598028,0.11110624315443593,0.8997590361445783,0.03767798466593647,2794,13181,18295,2329,2859,6748,9754,153,9214,7644,18295,1444,499,7781,8715,428,0.15271932221918558,0.7204700737906532,0.2931105187615337,0.6918187410293213,0.5036348729160973,0.41781907625034165,0.05725760183591509,0.8928284566838783,2621,2155,814,262,1142,1137,252,564,2440,284,0.1148302300109529,0.09441401971522453,0.03566265060240964,0.011478641840087624,0.050032858707557505,0.049813800657174154,0.01104052573932092,0.02470974808324206,0.10690032858707557,0.01244249726177437
Blue Haven - San Remo,0,0,11290,1706,1589,1670,1497,1331,1413,3295,3167,2744,2090,9718,1127,10273,503,0.15110717449069974,0.14074402125775023,0.1479185119574845,0.13259521700620017,0.1178919397697077,0.12515500442869795,0.29185119574845,0.28051372896368465,0.24304694419840567,0.18511957484499558,0.8607617360496014,0.09982285208148804,0.9099202834366696,0.044552701505757304,608,7246,8735,880,855,3861,4805,91,4691,3574,8735,467,82,3788,4049,178,0.06960503720663995,0.829536348025186,0.17793964620187305,0.8035379812695109,0.5370349170005724,0.4091585575271895,0.020251914052852555,0.93553963941714,1251,1376,309,70,721,440,157,320,1587,139,0.1108060230292294,0.12187776793622675,0.02736935341009743,0.006200177147918512,0.06386182462356067,0.038972542072630643,0.013906111603188663,0.0283436669619132,0.14056687333923826,0.012311780336581046
Budgewoi - Buff Point - Halekulani,0,0,9728,1112,1049,1036,1086,1074,1250,2161,2122,2324,3124,8121,1035,8889,247,0.11430921052631579,0.10783305921052631,0.10649671052631579,0.11163651315789473,0.11040296052631579,0.12849506578947367,0.22214226973684212,0.21813322368421054,0.23889802631578946,0.32113486842105265,0.8348067434210527,0.10639391447368421,0.9137541118421053,0.025390625,837,6245,8093,1006,930,2857,3840,56,4486,2990,8093,607,62,3837,4162,251,0.10342271098480169,0.7716545162486099,0.2421875,0.7440104166666667,0.5543061905350303,0.3694550846410478,0.014896684286400768,0.9219125420470927,1439,1006,392,76,682,601,162,401,1232,157,0.14792351973684212,0.10341282894736842,0.04029605263157895,0.0078125,0.07010690789473684,0.06178042763157895,0.01665296052631579,0.04122121710526316,0.12664473684210525,0.016138980263157895
Chittaway Bay - Tumbi Umbi,0,0,16006,2001,2051,1879,2004,1892,2007,4052,3883,3899,4176,13497,1951,14764,646,0.12501561914282144,0.12813944770710983,0.11739347744595777,0.12520304885667874,0.11820567287267275,0.12539047857053606,0.2531550668499313,0.2425965263026365,0.24359615144320879,0.2609021616893665,0.8432462826440085,0.12189179057853305,0.9224040984630764,0.04035986505060602,2043,9552,12913,1306,2204,5292,7597,107,6191,6040,12913,687,90,5577,5883,214,0.15821265391465963,0.7397196623557655,0.29011451888903517,0.696590759510333,0.479439324711531,0.4677456826453961,0.015298317185109638,0.9479857215706272,1747,1526,586,120,797,728,203,346,1665,152,0.10914657003623641,0.09533924778208172,0.03661127077345995,0.00749718855429214,0.04979382731475697,0.045482943896038984,0.01268274397101087,0.02161689366487567,0.10402349119080345,0.00949643883543671
Gorokan - Kanwal - Charmhaven,0,0,22362,2565,2612,2817,2528,2444,2808,5177,5345,5252,6585,18056,2783,19491,1202,0.11470351489133351,0.11680529469635989,0.1259726321438154,0.11304892227886593,0.10929254986137198,0.12557016367051246,0.2315088095876934,0.23902155442268133,0.23486271353188445,0.29447276629997315,0.8074411948841785,0.12445219568911546,0.8716125570163671,0.053751900545568373,1686,14190,18515,2635,1837,6623,8615,153,10131,6541,18515,1855,406,7980,9095,686,0.09106130164731299,0.7664056170672428,0.21323273360417877,0.7687753917585607,0.5471779638131244,0.35328112341344853,0.04463991203958219,0.8774051676745465,3004,2479,868,281,1554,1242,335,833,3036,366,0.13433503264466506,0.11085770503532778,0.038815848314104284,0.012565960110902424,0.06949288972363832,0.055540649315803596,0.01498077095071997,0.037250693140148464,0.13576603166085324,0.016367051247652267
Jilliby - Yarramalong,0,0,3420,368,516,334,311,488,566,884,645,1054,854,2886,375,3167,111,0.10760233918128655,0.15087719298245614,0.0976608187134503,0.09093567251461988,0.14269005847953217,0.1654970760233918,0.2584795321637427,0.18859649122807018,0.30818713450292395,0.2497076023391813,0.843859649122807,0.10964912280701754,0.9260233918128655,0.03245614035087719,557,1992,2812,262,673,1058,1785,44,1258,1387,2812,163,0,1034,1102,62,0.1980796586059744,0.7083926031294452,0.37703081232492996,0.5927170868347339,0.4473684210526316,0.49324324324324326,0,0.9382940108892922,288,250,118,14,133,129,26,66,314,27,0.08421052631578947,0.07309941520467836,0.03450292397660819,0.004093567251461989,0.03888888888888889,0.037719298245614034,0.00760233918128655,0.01929824561403509,0.09181286549707603,0.007894736842105263
Lake Munmorah - Mannering Park,0,0,10960,1033,1104,1019,1023,956,1388,2137,2042,2344,4445,9045,1282,10098,270,0.09425182481751825,0.10072992700729927,0.09297445255474453,0.09333941605839416,0.08722627737226277,0.12664233576642336,0.19498175182481753,0.18631386861313867,0.21386861313868613,0.40556569343065696,0.8252737226277372,0.11697080291970803,0.9213503649635036,0.024635036496350366,811,7343,9360,1206,889,3012,3981,70,5480,3168,9360,701,9,4624,4887,260,0.08664529914529914,0.784508547008547,0.2233107259482542,0.7565938206480783,0.5854700854700855,0.3384615384615385,0.001841620626151013,0.946183752813587,1992,1147,540,97,935,818,222,481,1310,228,0.18175182481751825,0.10465328467153284,0.04927007299270073,0.00885036496350365,0.08531021897810219,0.07463503649635037,0.020255474452554746,0.04388686131386861,0.11952554744525548,0.020802919708029197
Ourimbah - Fountaindale,0,0,4928,553,697,590,583,651,759,1250,1173,1410,1095,3955,798,4370,366,0.11221590909090909,0.14143668831168832,0.11972402597402597,0.11830357142857142,0.13210227272727273,0.15401785714285715,0.2536525974025974,0.2380275974025974,0.28612012987012986,0.22219967532467533,0.8025568181818182,0.16193181818181818,0.8867694805194806,0.07426948051948051,923,2740,4025,365,936,1580,2566,39,1837,1963,4025,220,24,1665,1761,64,0.2293167701863354,0.6807453416149069,0.36477007014809043,0.6157443491816056,0.4563975155279503,0.48770186335403726,0.013628620102214651,0.9454855195911414,450,525,153,18,194,183,42,71,533,51,0.09131493506493507,0.10653409090909091,0.031047077922077924,0.0036525974025974025,0.03936688311688312,0.037134740259740256,0.008522727272727272,0.014407467532467532,0.10815746753246754,0.010349025974025974
Summerland Point - Gwandalan,0,0,6492,722,774,680,691,782,891,1496,1371,1673,1954,5524,698,5944,224,0.11121380160197165,0.11922365988909427,0.10474430067775724,0.10643869377695625,0.12045594577942083,0.13724584103512014,0.23043746149106592,0.2111829944547135,0.257701786814541,0.30098582871226126,0.8508934072704868,0.107516943930992,0.9155884165126309,0.03450400492914356,538,4242,5370,579,604,2068,2717,38,2929,2120,5370,319,0,2463,2573,104,0.10018621973929237,0.7899441340782123,0.222304011777696,0.7611336032388664,0.545437616387337,0.3947858472998138,0,0.9572483482316362,866,647,240,39,416,347,95,201,722,66,0.13339494762784967,0.0996611213801602,0.036968576709796676,0.006007393715341959,0.0640788662969809,0.05345040049291436,0.01463339494762785,0.030961182994454713,0.11121380160197165,0.010166358595194085
