sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Malabar - La Perouse,0,1,10610,2597,793,3576,2175,2104,2402,76,1053,74,862,338,575,238,1221,4365,150,3650,0.2883953359244864,0.08806218767351472,0.3971127151582454,0.4989676531314522,0.48267951364991973,0.2337712895377129,0.007396593673965937,0.10248175182481752,0.007305755750814493,0.08510218185408233,0.033369533023990525,0.056767696712409915,0.023496890117484452,0.12054496988843913,0.4847307051637979,0.01665741254858412,0.4053303720155469
Matraville - Chifley,0,1,13412,2852,1070,5662,2504,3570,3329,127,1155,83,1135,486,792,308,1550,6180,270,3836,0.2621805478948336,0.09836366979224122,0.5205000919286633,0.4052435669202136,0.5777633921346497,0.25392829900839053,0.009687261632341723,0.08810068649885583,0.006437601799426045,0.08803226557046459,0.037694873187000696,0.0614286822306678,0.023888931978593035,0.12022027456759482,0.568119139547711,0.024820739106453393,0.35263835263835264
South Coogee,0,1,5611,1735,408,1761,1412,925,1312,30,711,32,662,139,218,80,780,2391,111,1682,0.3853842736561528,0.09062638827187916,0.39115948467347844,0.5905478879130072,0.38686741948975323,0.24341372912801484,0.0055658627087198514,0.1319109461966605,0.0060721062618595825,0.1256166982922201,0.02637571157495256,0.041366223908918406,0.015180265654648957,0.14800759013282733,0.5310972900932919,0.024655708573967126,0.3736117281208352
Bass Hill - Georges Hall,0,1,23855,2685,1514,10739,2245,4656,5036,304,1368,196,2112,1001,1295,477,1185,7074,602,8743,0.14676141022137196,0.08275485105220005,0.5869909811423887,0.31740421320514633,0.6582779584334795,0.21479143563934147,0.012965964343598054,0.05834683954619125,0.00854812682628985,0.09211042784247024,0.04365650486283745,0.056478695102272235,0.02080334947010336,0.05168127698547691,0.3866630226837934,0.032905165345722874,0.4778901339163706
Chullora,0,1,1469,455,106,424,292,310,348,15,73,9,68,55,107,29,154,627,38,367,0.40625,0.09464285714285714,0.37857142857142856,0.46496815286624205,0.49363057324840764,0.24166666666666667,0.010416666666666666,0.050694444444444445,0.006342494714587738,0.04792107117688513,0.03875968992248062,0.07540521494009866,0.0204369274136716,0.10852713178294573,0.5598214285714286,0.033928571428571426,0.32767857142857143
Condell Park,0,1,12773,1723,841,5731,1287,2628,2666,196,556,95,883,521,807,237,671,4047,310,4688,0.17604986206191886,0.08593031572494125,0.5855726984775723,0.31864322852191135,0.650656102995791,0.21195738591190968,0.015582763555414216,0.0442041660041342,0.007691062176165803,0.07148639896373057,0.04217940414507772,0.06533354922279792,0.019187176165803108,0.05432318652849741,0.4135077143149075,0.03167467048125064,0.47900275876162257
Padstow,0,1,17200,3623,1387,7568,2851,4518,4283,188,1440,127,1471,726,1220,492,1545,7515,374,5659,0.2535339398180546,0.09706088173547936,0.5296011196641007,0.3793745841650033,0.6011976047904192,0.2537923678596824,0.011140080587817017,0.08532827684285375,0.0076066123622424535,0.08810493531384762,0.043483469094393865,0.07307139434595113,0.029468136080498322,0.09253713464302828,0.5258922323303009,0.026172148355493353,0.3960111966410077
Revesby,0,1,17664,3560,1387,7478,2772,4452,4197,233,1306,129,1404,666,1220,491,1467,7374,393,5646,0.2487770789657582,0.09692522711390636,0.5225716282320055,0.37566065862583004,0.6033337850657271,0.24237699237699237,0.013455763455763456,0.07542157542157542,0.007524498366775548,0.08189454036397574,0.03884741017265515,0.07116192253849743,0.028639757349510034,0.08556929538030798,0.5153039832285116,0.027463312368972745,0.39454926624737946
Yagoona - Birrong,0,1,22484,3337,1485,10066,2154,4807,4758,336,1459,193,1997,958,1430,448,1093,7146,660,8501,0.1892474337889185,0.0842170929507174,0.5708614529575228,0.30125874125874125,0.6723076923076923,0.21565516928794815,0.015229116620586501,0.06612881294474912,0.00890139286043723,0.0921040494419334,0.04418411585647081,0.06595332533899087,0.020662300525781753,0.050410478738123786,0.405262859411331,0.037429819089207735,0.48210741223841663
Bankstown - North,0,1,16981,3501,1228,6616,1759,3715,3894,177,1460,158,1787,1038,1248,342,634,5633,665,6012,0.2621490078622239,0.09195058030700112,0.4953949831523774,0.3124333925399645,0.6598579040852576,0.2382525697503671,0.010829662261380322,0.08932941752325012,0.009883648192168148,0.11178531214812962,0.06493181533842111,0.07806830977104967,0.021393719504566495,0.03965970223945953,0.42178959191314114,0.04979408461250468,0.45016847622613254
Bankstown - South,0,1,18434,3244,1219,7789,1668,4167,3869,265,1432,185,1695,993,1284,331,684,5995,675,6780,0.21830417227456259,0.08203230148048453,0.5241588156123822,0.2783247121641916,0.6953111963957951,0.21670213957656548,0.014842612299764758,0.08020611627646466,0.010613275199357466,0.09724054844816706,0.05696747174574035,0.07366186678905398,0.018989157248580114,0.039240433710056796,0.4034320323014805,0.04542395693135935,0.45625841184387617
Greenacre - North,0,1,14637,2315,871,6302,1545,2766,2962,195,921,127,1255,585,854,255,713,4421,376,5602,0.20464992927864215,0.0769978783592645,0.5571074964639321,0.3495475113122172,0.6257918552036199,0.20659831205970566,0.013601171793262189,0.06423938062356141,0.009044295684375444,0.08937473294402506,0.04166073208944595,0.06081754735792622,0.018159806295399514,0.05077624270047002,0.3908239038189533,0.03323903818953324,0.4952263083451202
Greenacre - South,0,1,13416,1972,835,5708,1330,2397,2700,216,599,114,1011,535,736,212,639,3849,363,5122,0.1955573185243951,0.0828044426814756,0.5660452201507339,0.34509600415153086,0.6219512195121951,0.20518276464776958,0.016414621171821568,0.04552017630519036,0.008803088803088803,0.07806949806949808,0.04131274131274131,0.05683397683397683,0.01637065637065637,0.04934362934362934,0.3816937723125744,0.03599761999206664,0.5079333597778659
Panania (North) - Milperra,0,1,11340,2099,924,5137,1826,3131,2887,113,762,89,842,458,750,316,1096,5041,215,3471,0.23111649416428098,0.10173970491081259,0.565624311825589,0.3616557734204793,0.6201227965933849,0.25852959613145876,0.010119100922360527,0.0682367690516701,0.008043380027112516,0.07609579755987347,0.04139177586985992,0.06778129236330772,0.028558517849073657,0.09905106190691369,0.5550539528738163,0.023673199735741026,0.382184540850033
Panania (South) - Picnic Point,0,1,15994,3317,1343,6982,2970,4251,4062,168,1171,117,1190,621,983,456,1757,7361,305,4740,0.2586153126461874,0.10470918446904724,0.5443630126305941,0.403477788343975,0.5775030566499118,0.2585285132382892,0.010692464358452138,0.07452902240325865,0.007506255212677231,0.07634567267594791,0.03984089305190223,0.06306537499198049,0.029255148521203568,0.11272214024507603,0.5739123655075627,0.023779822236082958,0.3695618275378138
Belmore - Belfield,0,1,20332,3826,1569,8775,2628,4916,4793,175,1973,232,1982,1022,1567,448,1309,7732,526,7252,0.22677968110959634,0.09299982218007231,0.520123288483196,0.34006211180124224,0.6361283643892339,0.242966492624322,0.008871090383738024,0.10001520758351498,0.012035692052293007,0.10282216227433078,0.05301929860967006,0.08129279933596181,0.023241336376841667,0.06790827972608425,0.45830122695750103,0.031177760654377332,0.429850038527651
Punchbowl,0,1,21544,3178,1424,9507,1775,4528,4380,325,1456,207,1941,951,1345,418,872,6538,741,8349,0.1869961753456899,0.08378934980876729,0.5593998234774934,0.27182235834609497,0.6934150076569678,0.2081946953132427,0.015448236524384448,0.06920809962924232,0.010037823683444864,0.09412278149549025,0.046115798661623505,0.06522160799146542,0.020269614974299292,0.04228493841528465,0.38470138275963517,0.04360105913503972,0.4912621359223301
Roselands,0,1,14577,2691,1164,6309,2023,3505,3433,179,1094,134,1224,647,1021,410,969,5650,353,5019,0.23055174777244689,0.09972583961617547,0.5405243317340644,0.35805309734513274,0.620353982300885,0.24227240649259,0.012632321806633734,0.07720536344389556,0.009569377990430622,0.08740984074841106,0.04620438477469114,0.07291294722559452,0.02927944011997429,0.06919945725915876,0.48406442769019875,0.030243317340644275,0.4300034270047978
Lakemba,0,1,17092,3947,961,5553,1227,3351,3389,154,1406,148,1691,1041,1036,246,485,4738,766,6013,0.30687295910433837,0.0747162183175245,0.4317368993935624,0.2593532022828155,0.7083069118579581,0.20445222007722008,0.009290540540540541,0.08482142857142858,0.009141445336627549,0.10444718962322422,0.06429894996911674,0.06399011735639283,0.01519456454601606,0.029956763434218655,0.3683719483750583,0.059555279116778104,0.4675011662260924
Wiley Park,0,1,10135,2244,665,3582,767,2266,2099,107,886,117,1042,623,671,165,297,3120,382,3557,0.28936170212765955,0.08575112830431979,0.4618955512572534,0.2462279293739968,0.7274478330658106,0.21427113107390772,0.010922825643119641,0.09044507962433647,0.012224427959460871,0.10887054644237802,0.06509246682687285,0.07010761675895935,0.017239577891547384,0.031031240204785288,0.402321083172147,0.04925854287556415,0.4586718246292714
Campsie - North,0,1,11905,2601,1065,5170,1286,3081,2658,118,1209,147,1070,668,940,320,611,4493,397,4809,0.24851901394993312,0.10175807376266004,0.49398050831263135,0.2860956618464961,0.6854282536151279,0.2317955873375774,0.01029039853492631,0.10543298159937212,0.013020372010628875,0.09477413640389726,0.0591674047829938,0.08325952170062002,0.0283436669619132,0.05411868910540301,0.429294859545194,0.03793235237913243,0.45948786546913817
Campsie - South,0,1,9059,1976,757,3647,809,2284,1999,97,999,104,925,567,722,220,365,3182,338,3478,0.24936900555275113,0.09553255931347804,0.46024734982332155,0.2547229219143577,0.7191435768261965,0.22814425930152932,0.011070531842045195,0.11401506505364072,0.012268491211513508,0.10911879202548071,0.06688687035507845,0.08517164091069954,0.025952577562817034,0.04305768550194644,0.4015648662291772,0.04265522463402322,0.43891973750630997
Canterbury - South,0,1,12220,3131,991,4617,2165,3102,2978,132,1347,122,1018,640,1199,335,941,5407,294,3722,0.3045423596926369,0.09639140161462893,0.4490808287131602,0.40048094709581944,0.5738068812430632,0.25186062246278756,0.011163734776725304,0.11392083897158323,0.010583846620976837,0.0883143922963477,0.05552181833955062,0.10401665654550186,0.029062201787108527,0.08163442352737052,0.5259216029569108,0.02859644003501605,0.3620270401711896
Earlwood,0,1,17969,4368,1402,7422,3865,3983,4584,187,1339,167,1266,657,1183,428,2052,8015,333,5939,0.29153040112127077,0.09357271574451044,0.4953614095975439,0.4821005363602345,0.4968192590744668,0.26116681859617136,0.010654056517775751,0.07628760255241568,0.009600459902270767,0.07277953434895085,0.03776947398677781,0.06800804828973843,0.02460477148605921,0.11796493245185398,0.5349395982113061,0.022225188547019957,0.39638256690916374
Kingsgrove - North,0,1,6261,1151,534,2730,1007,1462,1547,80,427,64,513,278,379,192,527,2509,115,2184,0.22887253927222112,0.10618413203420163,0.5428514615231657,0.40135512156237546,0.5827022718214429,0.2520775623268698,0.013035685188202705,0.06957796969203194,0.010543657331136738,0.08451400329489292,0.045799011532125206,0.06243822075782537,0.031630971993410216,0.08682042833607907,0.49890634320938554,0.02286736925830185,0.4342811692185325
Narwee - Beverly Hills,0,1,13791,3290,1139,5679,2205,3334,3332,181,1279,129,1372,640,977,345,1059,5680,384,4977,0.28442984352035966,0.09846978473242846,0.4909656782225296,0.3884093711467324,0.5872820151488463,0.24752990119604784,0.013446252135799718,0.0950152291805958,0.009703625695802617,0.10320445313675342,0.04814201895591996,0.07349180081239658,0.025951557093425604,0.07965999699112382,0.4910521310625054,0.033197890550704594,0.43027578455952276
Oatley - Hurstville Grove,0,1,12594,4080,1080,4383,3090,2867,3306,131,864,54,727,450,874,314,1673,6036,229,3841,0.39178029575571344,0.10370654887651239,0.42087574419051277,0.5113354294224722,0.47443322852887637,0.2685621445978879,0.010641754670999188,0.07018683996750609,0.0044106836559666745,0.05938087070162542,0.036755697133055626,0.07138773176509025,0.02564730866617659,0.13664951400800457,0.5796043787209526,0.02198962934511235,0.36883042058767046
Peakhurst - Lugarno,0,1,20220,4551,1757,8380,3911,4994,5106,218,1516,118,1588,794,1303,534,2147,9061,359,6306,0.27341544007209373,0.10555722439170923,0.5034544908380895,0.432202453309758,0.5518841860979113,0.25729402872260015,0.010985134794658603,0.0763920382968002,0.006008452568868069,0.08085951423188553,0.040429757115942766,0.06634757370538215,0.027190793828606345,0.10932328529965885,0.5443676779813758,0.02156803844998498,0.37885250826073896
Riverwood,0,1,11606,2484,867,5014,1350,2749,2700,140,1526,167,1609,590,853,241,625,4222,368,4531,0.251952530682625,0.08793995334212394,0.5085708489704838,0.31982942430703626,0.6512674721629945,0.2401921537229784,0.012454407970821101,0.13575304688195,0.015209471766848816,0.1465391621129326,0.05373406193078324,0.07768670309653916,0.021948998178506374,0.05692167577413479,0.4282381580281976,0.03732630084187037,0.45958007911552895
South Hurstville - Blakehurst,0,1,25259,7576,2388,9093,4811,6631,6028,326,1924,207,1638,1003,1825,606,2505,11731,646,8003,0.35415108451757665,0.11163051608077786,0.425065445026178,0.4100750085236959,0.5652062734401636,0.24453369031682284,0.013224615634254188,0.07804957202547563,0.008484997540580424,0.06714215445154943,0.041113297261846204,0.07480734546646992,0.02484013772749631,0.10268076733890802,0.5483825729244577,0.030198204936424833,0.37411181750186984
Hurstville - Central,0,1,12046,4396,1215,3681,1922,3773,2895,154,1262,168,958,690,1105,360,838,5815,462,3615,0.420307868821111,0.11616789368008414,0.3519456927048475,0.3302973019419144,0.6483931947069943,0.2519801549308034,0.013404125685438245,0.10984419879885107,0.014799154334038054,0.08439041578576462,0.060782241014799156,0.09733967582804792,0.03171247357293869,0.07381959126145173,0.5559804952672339,0.04417248302897026,0.34563533798642315
Hurstville - North,0,1,12109,3264,940,4887,1924,3067,2759,251,781,118,889,529,833,304,915,5143,330,4337,0.3145720894371627,0.09059367771781034,0.47099074787972245,0.37417347335667056,0.5964605211979774,0.23367493859574828,0.02125857542136021,0.06614720081307698,0.010069977811913296,0.07586618876941457,0.045144222563577405,0.07108721624850657,0.02594299368492917,0.07808499743983614,0.49566306861989207,0.0318041634541249,0.41798380878951424
Mortdale - Oatley,0,1,14715,4434,1243,5223,3312,3823,3757,129,1381,75,996,675,1185,368,1736,7276,320,4033,0.36769218011443733,0.10307654034331205,0.43312049091964505,0.45488257107540175,0.5250652382914435,0.2610478043357421,0.0089633129516398,0.09595608671484158,0.005263896687254351,0.06990454800673779,0.047375070185289164,0.08316956765861876,0.02582818641212802,0.12184166198764738,0.6033667799983415,0.02653619703126296,0.33443900820963596
Penshurst,0,1,9528,2717,842,3567,1605,2868,2340,106,1139,83,833,574,953,275,662,4545,250,2785,0.3340299975411852,0.10351610523727563,0.43852962871895745,0.35329077701959055,0.6313009024873432,0.25223671445510404,0.011426107577880781,0.12277675972836045,0.009119876936600374,0.09152840347214591,0.06306999230853752,0.10471376771783321,0.030216459729700034,0.07273925942204153,0.5587656749446767,0.03073518564052127,0.34238996803540694
Kingsgrove (South) - Bardwell Park,0,1,12973,3291,1090,5273,2552,3110,3304,139,1010,110,1060,519,875,304,1393,5757,300,4341,0.304948109710897,0.10100074128984433,0.4886026686434396,0.4432094477249045,0.540118096561306,0.2605061893873689,0.010959552156429866,0.07963415595679256,0.008755173511620503,0.08436803565743393,0.04130850047755492,0.06964342566061764,0.024196115886660298,0.11087233365170328,0.5334507042253521,0.027798369162342476,0.40224240177909565
Kogarah,0,1,13051,4365,1204,3936,2704,3618,3217,80,1587,109,1005,644,1358,404,1133,6440,416,3296,0.39620586366524463,0.10928564945084869,0.35726604338749207,0.42026732981038234,0.5623251476530929,0.25862207572956025,0.006431385159578744,0.12758260310314334,0.008932229779562402,0.08235679750880931,0.05277390805539622,0.11128411046463985,0.03310661312791936,0.0928460214701303,0.5845511482254697,0.03775982572388127,0.2991740038122901
Kogarah Bay - Carlton - Allawah,0,1,16200,4633,1488,5994,3019,4484,4069,160,1519,138,1256,778,1349,446,1508,7665,427,4868,0.3390413465056714,0.10889132821075741,0.43863885839736555,0.3942797440250751,0.5856079404466501,0.2588587060245563,0.010178764552452447,0.0966346459698454,0.008892325536439203,0.08093304980991044,0.05013209614021522,0.08692570397577164,0.02873896513950641,0.09717120948514724,0.5609220636663008,0.031247713135748263,0.3562385656787413
Monterey - Brighton-le-Sands - Kyeemagh,0,1,13896,3117,1283,5856,2527,3528,3488,112,2028,174,1501,790,1275,346,1280,6218,342,4567,0.26237373737373737,0.107996632996633,0.49292929292929294,0.40666237528162213,0.5677502413904087,0.26152807977806103,0.008397690635075354,0.15205818399940016,0.01332720588235294,0.11496629901960784,0.06050857843137255,0.09765625,0.026501225490196078,0.09803921568627451,0.5234006734006734,0.02878787878787879,0.38442760942760945
Rockdale - Banksia,0,1,19853,5847,1834,7157,3262,6252,4612,219,2232,160,1530,963,1859,565,1621,9721,698,5490,0.34295266584550416,0.10757229163000763,0.4197900170097953,0.33518290176736537,0.6424167694204685,0.24176976305305095,0.011480394212623191,0.11700566156426924,0.008520609223559485,0.08147832570028757,0.05128341676429865,0.09899882841623175,0.03008840132069443,0.08632442219618702,0.5701800692122705,0.04094081764326354,0.32201302129157133
Sans Souci - Ramsgate,0,1,16659,3565,1500,7018,3152,4201,4276,132,2153,161,1710,810,1409,438,1707,7487,348,5296,0.2549159814086521,0.10725777618877369,0.5018233821952092,0.4209963937491652,0.561105916922666,0.2645221156820291,0.008165790287658521,0.1331889885555212,0.01015324462382544,0.10783880935864287,0.05108154127514662,0.08885665636627357,0.027621870467301506,0.10764961846503121,0.5353593135502324,0.024883804075795494,0.37869145513049696
Arncliffe - Bardwell Valley,0,1,16579,4599,1307,5891,3063,4284,3780,215,1570,133,1096,642,1385,479,1515,7497,449,4769,0.3310300151155258,0.09407615345857626,0.4240264881595048,0.40850893571619096,0.5713523606295012,0.2366345311130587,0.013459371478652811,0.09828471265806936,0.008519087881117089,0.07020240840379195,0.041122213681783246,0.08871380988982834,0.030681527030489368,0.09704073789392775,0.5396242712157201,0.03231843374361189,0.3432663931476283
Bexley - North,0,1,10145,1969,813,4288,1580,2455,2367,152,638,77,720,411,698,252,831,4141,215,3273,0.24059139784946237,0.09934017595307917,0.5239491691104594,0.3818269695505075,0.5932817786370227,0.23820066418436148,0.015296367112810707,0.06420448827613968,0.007820434694292099,0.07312614259597806,0.04174283973187081,0.07089173268332317,0.025594149908592323,0.08439975624619135,0.5059872922776149,0.026270772238514175,0.3999266862170088
Bexley - South,0,1,15831,4346,1361,5969,2645,4504,3797,196,1483,129,1270,789,1333,414,1246,7289,495,4864,0.3264478329452415,0.10223090212574176,0.4483587470893112,0.3630748112560055,0.6182566918325326,0.24795925031019395,0.012799582054463528,0.09684581727943577,0.0085261070720423,0.08393919365499009,0.052148050231328485,0.08810310641110376,0.027362855254461336,0.08235294117647059,0.5475099526778336,0.037181702095695934,0.36535716968376775
Wolli Creek,0,1,10731,5518,959,2356,3148,3135,2691,34,1901,180,540,603,1435,405,1247,6436,437,2347,0.5588414016609277,0.09712375936803727,0.23860644115859833,0.4891996891996892,0.48717948717948717,0.2643418467583497,0.0033398821218074658,0.18673870333988213,0.0180469219971927,0.054140765991578105,0.06045718869059555,0.1438740725887307,0.04060557449368358,0.12502506516944054,0.6518128418067652,0.04425764634393356,0.23769495645128622
Concord - Mortlake - Cabarita,0,1,23113,7223,2203,8083,6104,5094,6346,201,2108,210,1497,929,1726,600,3332,11430,435,6894,0.37195530150883155,0.11344559452083011,0.4162418250167362,0.5339398180545836,0.44559132260321904,0.2836581441087073,0.008984444841766494,0.09422492401215805,0.009475679090334808,0.06754805522967242,0.04191859940438589,0.07788105766627561,0.02707336882952802,0.15034744156664562,0.5885987949945929,0.02240074154178897,0.3550131314691797
Drummoyne - Rodd Point,0,1,18366,6669,1550,5577,5790,3762,4967,80,2141,127,1148,662,1312,410,3243,9720,297,4580,0.4361674296926096,0.1013734466971877,0.3647482014388489,0.596169686985173,0.3873558484349259,0.28239240434362384,0.0045482972312240605,0.12172380465063391,0.007311877482871783,0.06609476653808509,0.03811388105244977,0.07553687604352582,0.02360527376360182,0.1867119580862456,0.6357096141268803,0.019424460431654675,0.2995421844342708
