sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Erina - Green Point,0,0,14758,1457,1718,1144,1317,1606,1797,3175,2461,3403,5718,6897,7861,11044,3132,12628,1223,1722,1649,575,39,0.09872611464968153,0.11641143786420924,0.07751727876406017,0.08923973438135249,0.10882233364954601,0.1217644667299092,0.21513755251389077,0.16675701314541266,0.2305868003794552,0.3874508741021819,0.4673397479333243,0.5326602520666757,0.7483398834530424,0.21222387857433256,0.8556715002032795,0.08287030762976012,0.13712374581939799,0.13131071826724,0.045787545787545784,0.003105590062111801
Gosford - Springfield,0,0,21204,2180,2119,3271,3234,2646,2614,4299,6505,5260,5131,10309,10903,14848,5173,16526,3434,2304,1954,1196,99,0.10281079041690247,0.09993397472175061,0.154263346538389,0.15251839275608375,0.12478777589134125,0.12327862667421241,0.20274476513865308,0.3067817392944727,0.24806640256555368,0.24198264478400303,0.48618185248066403,0.5141954348236182,0.7002452367477834,0.24396340313148462,0.7793812488209771,0.16195057536313903,0.13923974134284162,0.11808787091315646,0.07227896295400979,0.0059829576358252255
Kariong,0,0,6485,915,1023,805,788,988,918,1938,1593,1906,1045,3272,3211,5109,1206,5575,668,547,942,293,9,0.14109483423284502,0.15774865073245953,0.12413261372397841,0.1215111796453354,0.15235158057054743,0.1415574402467232,0.29884348496530455,0.2456437933693138,0.2939090208172706,0.16114109483423283,0.5045489591364688,0.4951426368542791,0.7878180416345413,0.18596761757902852,0.8596761757902853,0.10300693909020817,0.09191732481935809,0.15829272391194757,0.049235422618047385,0.001512350865400773
Kincumber - Picketts Valley,0,0,7615,836,907,641,801,813,846,1743,1442,1659,2769,3465,4149,5977,1297,6898,372,854,848,343,13,0.1097833223900197,0.11910702560735391,0.08417596848325673,0.1051871306631648,0.10676296782665791,0.11109652002626395,0.2288903479973736,0.18936309914642155,0.21785948785292186,0.36362442547603413,0.45502298095863425,0.5448456992777413,0.784898227183191,0.17032173342087983,0.9058437294812869,0.048850952068286276,0.13470031545741326,0.13375394321766562,0.05410094637223975,0.002050473186119874
Narara,0,0,7157,966,968,779,957,996,947,1934,1736,1943,1548,3499,3658,5596,1400,6160,799,715,965,346,12,0.13497275394718458,0.1352522006427274,0.10884448791393042,0.13371524381724187,0.13916445438032696,0.13231801033952773,0.27022495458991197,0.2425597317311723,0.2714824647198547,0.2162917423501467,0.4888919938521727,0.5111080061478273,0.7818918541288249,0.19561268687997765,0.8606958222719017,0.11163895486935867,0.11112838047870686,0.14998445756916381,0.053776810693192414,0.0018650917003419335
Niagara Park - Lisarow,0,0,8205,1025,1230,844,994,1136,1159,2255,1838,2295,1830,4026,4176,6642,1363,7421,565,748,1145,374,17,0.12492382693479585,0.14990859232175502,0.1028641072516758,0.12114564290067033,0.1384521633150518,0.14125533211456429,0.2748324192565509,0.22400975015234614,0.2797074954296161,0.2230347349177331,0.4906764168190128,0.5089579524680073,0.8095063985374772,0.16611822059719683,0.904448507007922,0.06886045094454601,0.10087660148347943,0.15441672285906946,0.05043830074173972,0.0022926500337154417
Point Clare - Koolewong,0,0,6571,758,737,531,760,889,912,1495,1291,1801,1981,3202,3362,4889,1443,5624,682,705,802,276,19,0.11535534926190838,0.11215948866230406,0.08080961801856643,0.11565971693806118,0.1352914320499163,0.13879166032567342,0.22751483792421245,0.1964693349566276,0.2740830923755897,0.30147618322934105,0.4872926495206209,0.5116420636128444,0.7440267843555014,0.21960127834423984,0.8558819053416528,0.10378937756810226,0.12506652474720595,0.14227425935781443,0.04896221394358701,0.0033705871917686712
Saratoga - Davistown,0,0,7160,819,897,636,763,901,979,1716,1399,1880,2148,3500,3662,5935,984,6672,228,880,892,280,12,0.11438547486033519,0.12527932960893856,0.0888268156424581,0.10656424581005587,0.12583798882681566,0.13673184357541898,0.23966480446927374,0.19539106145251398,0.26256983240223464,0.3,0.4888268156424581,0.5114525139664804,0.8289106145251397,0.13743016759776536,0.9318435754189944,0.031843575418994415,0.13994910941475827,0.14185750636132316,0.044529262086514,0.0019083969465648854
Terrigal - North Avoca,0,0,14849,1693,1971,1508,1618,1982,2001,3664,3126,3983,4084,7315,7534,11169,3060,13120,1044,1753,1841,578,28,0.11401441174489865,0.1327362111926729,0.10155566031382585,0.1089635665701394,0.13347700181830427,0.1347565492625766,0.24675062293757155,0.21051922688396524,0.26823355108088087,0.2750353559162233,0.49262576604485153,0.5073742339551485,0.7521718634251465,0.20607448313017712,0.883561182571217,0.07030776483264867,0.13559715346534654,0.14240408415841585,0.04470915841584158,0.002165841584158416
Umina - Booker Bay - Patonga,0,0,24697,2760,2436,2163,2673,3028,3242,5196,4836,6270,8397,11766,12927,18973,4226,21615,1614,2903,2263,1414,112,0.11175446410495202,0.09863546179697939,0.08758148763007653,0.10823176904077418,0.12260598453253431,0.13127100457545451,0.2103899259019314,0.1958132566708507,0.25387698910798884,0.3400008098149573,0.47641413936915417,0.5234238976393893,0.7682309592258169,0.17111390047374175,0.8752075150828036,0.06535206705267846,0.14569636135508154,0.11357590966122962,0.07096612296110415,0.0056210790464240904
Wamberal - Forresters Beach,0,0,10675,1309,1573,979,1177,1465,1381,2882,2156,2846,2795,5205,5469,8690,1601,9770,520,1174,1445,360,19,0.12262295081967213,0.1473536299765808,0.0917096018735363,0.1102576112412178,0.13723653395784544,0.12936768149882905,0.2699765807962529,0.2019672131147541,0.26660421545667445,0.26182669789227164,0.48758782201405154,0.5123185011709602,0.8140515222482435,0.14997658079625292,0.9152224824355972,0.04871194379391101,0.12207549131745866,0.15025475720079026,0.03743371113652906,0.001975668087761256
Woy Woy - Blackwall,0,0,14346,1488,1370,1366,1632,1750,1910,2858,2998,3660,4817,6835,7508,10776,2702,12254,1244,1599,1297,855,82,0.10372229192806358,0.09549700264882197,0.09521817928342395,0.11375993308239231,0.12198522236163391,0.1331381569775547,0.19921929457688553,0.20897811236581626,0.2551233793391886,0.335773037780566,0.47643942562386726,0.5233514568520842,0.7511501463822668,0.18834518332636274,0.8541753798968353,0.08671406663878432,0.13951662158624903,0.1131663903673327,0.07460082017275979,0.007154698542884565
Wyoming,0,0,11423,1383,1410,1194,1528,1378,1254,2793,2722,2632,3268,5481,5940,8654,2215,9726,1079,1145,1232,629,48,0.12107152236715399,0.12343517464764073,0.10452595640374683,0.13376521054013832,0.12063380898187867,0.10977851702705069,0.24450669701479472,0.23829116694388514,0.23041232600892936,0.28608946861595025,0.47982141293880765,0.5200035017070822,0.7575943272345268,0.19390702967696752,0.8514400770375558,0.09445854854241442,0.11796826705130847,0.12693179476612404,0.06480527508757469,0.00494539460127756
Bateau Bay - Killarney Vale,0,0,22825,3049,2725,2351,2972,2711,2580,5774,5323,5291,6453,10884,11942,19040,2536,20537,860,2273,2566,1318,77,0.1335815991237678,0.11938663745892661,0.10300109529025192,0.13020810514786418,0.11877327491785324,0.11303395399780942,0.2529682365826944,0.2332092004381161,0.23180722891566266,0.28271631982475354,0.47684556407447976,0.523198247535597,0.8341730558598028,0.11110624315443593,0.8997590361445783,0.03767798466593647,0.11486759652314533,0.12967455023246413,0.0666060238528401,0.0038912472205376997
Blue Haven - San Remo,0,0,11290,1706,1589,1670,1497,1331,1413,3295,3167,2744,2090,5521,5769,9718,1127,10273,503,988,1234,858,58,0.15110717449069974,0.14074402125775023,0.1479185119574845,0.13259521700620017,0.1178919397697077,0.12515500442869795,0.29185119574845,0.28051372896368465,0.24304694419840567,0.18511957484499558,0.48901682905225863,0.5109831709477414,0.8607617360496014,0.09982285208148804,0.9099202834366696,0.044552701505757304,0.0990575496290355,0.12372167635853218,0.08602366151995187,0.005815119310206537
Budgewoi - Buff Point - Halekulani,0,0,9728,1112,1049,1036,1086,1074,1250,2161,2122,2324,3124,4759,4969,8121,1035,8889,247,1137,887,586,31,0.11430921052631579,0.10783305921052631,0.10649671052631579,0.11163651315789473,0.11040296052631579,0.12849506578947367,0.22214226973684212,0.21813322368421054,0.23889802631578946,0.32113486842105265,0.48920641447368424,0.5107935855263158,0.8348067434210527,0.10639391447368421,0.9137541118421053,0.025390625,0.14332534980461364,0.11181142064792639,0.07386864994327492,0.003907727215429219
Chittaway Bay - Tumbi Umbi,0,0,16006,2001,2051,1879,2004,1892,2007,4052,3883,3899,4176,7736,8273,13497,1951,14764,646,1730,2017,791,46,0.12501561914282144,0.12813944770710983,0.11739347744595777,0.12520304885667874,0.11820567287267275,0.12539047857053606,0.2531550668499313,0.2425965263026365,0.24359615144320879,0.2609021616893665,0.4833187554667,0.5168686742471573,0.8432462826440085,0.12189179057853305,0.9224040984630764,0.04035986505060602,0.12163397314209379,0.1418125571257822,0.05561414610138508,0.003234198129789777
Gorokan - Kanwal - Charmhaven,0,0,22362,2565,2612,2817,2528,2444,2808,5177,5345,5252,6585,10790,11571,18056,2783,19491,1202,2218,1993,1556,115,0.11470351489133351,0.11680529469635989,0.1259726321438154,0.11304892227886593,0.10929254986137198,0.12557016367051246,0.2315088095876934,0.23902155442268133,0.23486271353188445,0.29447276629997315,0.48251498077095073,0.5174403005097934,0.8074411948841785,0.12445219568911546,0.8716125570163671,0.053751900545568373,0.1201321562043005,0.10794562097167308,0.08427666143097005,0.006228673563342902
Jilliby - Yarramalong,0,0,3420,368,516,334,311,488,566,884,645,1054,854,1732,1684,2886,375,3167,111,394,474,91,4,0.10760233918128655,0.15087719298245614,0.0976608187134503,0.09093567251461988,0.14269005847953217,0.1654970760233918,0.2584795321637427,0.18859649122807018,0.30818713450292395,0.2497076023391813,0.5064327485380117,0.49239766081871345,0.843859649122807,0.10964912280701754,0.9260233918128655,0.03245614035087719,0.12571793235481812,0.15124441608168473,0.029036375239310786,0.0012763241863433313
Lake Munmorah - Mannering Park,0,0,10960,1033,1104,1019,1023,956,1388,2137,2042,2344,4445,5263,5696,9045,1282,10098,270,1574,960,562,34,0.09425182481751825,0.10072992700729927,0.09297445255474453,0.09333941605839416,0.08722627737226277,0.12664233576642336,0.19498175182481753,0.18631386861313867,0.21386861313868613,0.40556569343065696,0.4802007299270073,0.5197080291970803,0.8252737226277372,0.11697080291970803,0.9213503649635036,0.024635036496350366,0.17572848051803058,0.1071787428826616,0.06274422239589147,0.0037959138104275984
Ourimbah - Fountaindale,0,0,4928,553,697,590,583,651,759,1250,1173,1410,1095,2460,2459,3955,798,4370,366,530,644,210,21,0.11221590909090909,0.14143668831168832,0.11972402597402597,0.11830357142857142,0.13210227272727273,0.15401785714285715,0.2536525974025974,0.2380275974025974,0.28612012987012986,0.22219967532467533,0.4991883116883117,0.49898538961038963,0.8025568181818182,0.16193181818181818,0.8867694805194806,0.07426948051948051,0.1200724966017218,0.145899410965111,0.047575894879927506,0.00475758948799275
Summerland Point - Gwandalan,0,0,6492,722,774,680,691,782,891,1496,1371,1673,1954,3258,3235,5524,698,5944,224,859,698,333,28,0.11121380160197165,0.11922365988909427,0.10474430067775724,0.10643869377695625,0.12045594577942083,0.13724584103512014,0.23043746149106592,0.2111829944547135,0.257701786814541,0.30098582871226126,0.5018484288354899,0.498305606900801,0.8508934072704868,0.107516943930992,0.9155884165126309,0.03450400492914356,0.15184726887042602,0.12338695421601556,0.058865122856637794,0.004949619939897472
The Entrance,0,0,15839,1473,1490,1629,1804,1875,2211,2963,3433,4086,5348,7630,8207,12437,2269,13609,1147,1848,1250,978,77,0.09299829534692847,0.09407159542900435,0.10284740198244839,0.11389607929793548,0.11837868552307595,0.13959214596881117,0.18706989077593283,0.21674348128038387,0.2579708314918871,0.3376475787612854,0.4817223309552371,0.5181513984468716,0.785213712986931,0.1432539933076583,0.8592082833512217,0.07241618789064966,0.1520111869704697,0.10282141975816401,0.08044747881878753,0.0063337994571029035
Toukley - Norah Head,0,0,9909,1069,985,1062,1045,1044,1265,2054,2107,2309,3441,4868,5048,8130,1130,8913,368,1126,853,553,45,0.1078817236855384,0.09940458169341003,0.10717529518619437,0.10545968311635887,0.10535876475930972,0.12766172166717127,0.20728630537894843,0.21263497830255323,0.233020486426481,0.34726006660611564,0.4912705621152488,0.5094358663840952,0.820466242809567,0.11403774346553638,0.8994853163790494,0.03713795539408619,0.143111337061515,0.10841382816471784,0.07028469750889679,0.005719369598373157
Tuggerah - Kangy Angy,0,0,5229,667,748,643,676,690,698,1415,1319,1388,1125,2500,2732,4025,996,4432,580,477,651,313,19,0.12755785044941673,0.14304838401223943,0.12296806272709887,0.12927902084528592,0.13195639701663797,0.13348632625741058,0.27060623446165616,0.2522470835723848,0.26544272327404855,0.21514629948364888,0.47810288774144194,0.5224708357238478,0.7697456492637216,0.19047619047619047,0.8475807993880283,0.11091986995601454,0.1037633239068958,0.14161409614966283,0.06808788340221884,0.004133130302371111
Warnervale - Wadalba,0,0,20051,3035,3273,2375,2734,2820,2118,6308,5109,4938,3696,9640,10415,15862,3412,17032,2018,1617,2698,1038,50,0.15136402174455138,0.1632337539274849,0.118447957707845,0.13635230163084136,0.1406413645204728,0.10563064186324872,0.3145977756720363,0.25480025933868633,0.24627200638372151,0.18432995860555584,0.48077402623310556,0.5194254650640866,0.7910827390155104,0.17016607650491247,0.8494339434442173,0.10064335943344471,0.08824010914051841,0.14723055934515689,0.05664392905866303,0.002728512960436562
Wyong,0,0,9120,1080,1159,1198,1045,1135,1243,2239,2243,2378,2256,4557,4563,6957,1482,7575,871,877,822,653,46,0.11842105263157894,0.12708333333333333,0.131359649122807,0.11458333333333333,0.12445175438596491,0.1362938596491228,0.24550438596491228,0.24594298245614035,0.2607456140350877,0.24736842105263157,0.49967105263157896,0.500328947368421,0.7628289473684211,0.1625,0.8305921052631579,0.09550438596491229,0.11716766867067469,0.10981963927855712,0.08724114896459585,0.00614562458249833
Bathurst - East,0,0,12330,1717,1979,1424,1535,1520,1407,3696,2959,2927,2749,6096,6235,10712,1030,11147,619,1213,1453,635,33,0.1392538523925385,0.1605028386050284,0.11549067315490673,0.12449310624493107,0.12327656123276562,0.11411192214111922,0.2997566909975669,0.23998377939983778,0.23738848337388482,0.2229521492295215,0.4944038929440389,0.5056772100567721,0.8687753446877534,0.08353609083536091,0.9040551500405515,0.05020275750202757,0.11090792721953004,0.13285178751028617,0.05805979701929231,0.0030172807899789705
Bathurst Surrounds,0,0,6909,738,906,547,683,850,1201,1644,1230,2051,1992,3634,3277,5894,523,6181,119,871,812,188,17,0.10681719496309162,0.13113330438558402,0.07917209436966276,0.09885656390215661,0.12302793457808656,0.17383123462150818,0.23795049934867565,0.17802865827181938,0.2968591691995947,0.2883195831524099,0.5259806050079606,0.4743088724851643,0.8530901722391084,0.07569836445216384,0.894630192502533,0.017223910840932118,0.14461231944213848,0.13481653660966295,0.031213680889921967,0.0028225136974929436
Oberon,0,0,4834,492,533,466,504,545,664,1025,970,1209,1635,2531,2307,3667,528,3940,256,611,400,211,9,0.10177906495655771,0.11026065370293753,0.0964004964832437,0.10426148117501034,0.11274306992139016,0.13736036408771204,0.21203971865949525,0.20066197765825403,0.2501034340091022,0.3382292097641705,0.5235829540753,0.4772445179975176,0.758585022755482,0.10922631361191559,0.8150599917252793,0.05295821266032271,0.15804449042938437,0.10346611484738748,0.054578375581996894,0.0023279875840662182
Bathurst - South,0,0,10752,909,1004,2021,1529,1114,1186,1913,3550,2300,2992,5565,5189,8566,1543,8513,925,1039,636,532,62,0.08454241071428571,0.09337797619047619,0.18796502976190477,0.1422061011904762,0.10360863095238096,0.11030505952380952,0.17792038690476192,0.33017113095238093,0.21391369047619047,0.27827380952380953,0.517578125,0.4826078869047619,0.7966889880952381,0.14350818452380953,0.7917596726190477,0.08603050595238096,0.12870060696147653,0.07878112225938314,0.06589867459432677,0.007679920723398985
Bathurst - West,0,0,14313,1976,2055,1697,1920,1742,1737,4031,3617,3479,3188,6946,7367,12372,1294,13002,683,1504,1665,737,52,0.13805631244323344,0.14357577027876756,0.11856354363166352,0.1341437853699434,0.12170753860127158,0.12135820582687068,0.28163208272200096,0.2527073290016069,0.24306574442814224,0.2227345769580102,0.4852930901977224,0.5147069098022776,0.8643890169775729,0.09040732201495144,0.9084049465520855,0.04771885698316216,0.12085174768983528,0.1337886701486541,0.059220570510245076,0.004178384893531539
Condobolin,0,0,6372,909,767,628,761,683,781,1676,1389,1464,1844,3191,3187,5242,296,5383,222,668,618,245,33,0.1426553672316384,0.12037037037037036,0.09855618330194602,0.11942875078468299,0.10718769617074701,0.12256748273697426,0.2630257376020088,0.217984934086629,0.2297551789077213,0.2893910860012555,0.5007846829880728,0.5001569365976145,0.822661644695543,0.04645323289391086,0.8447897049591965,0.03483992467043315,0.12973392891823654,0.12002330549621286,0.0475820547679161,0.006409011458535638
Cowra,0,0,9273,1119,1087,1022,914,939,1162,2206,1936,2101,3041,4526,4746,7958,653,8245,353,1092,803,474,48,0.12067292138466516,0.11722204248894641,0.11021244473201769,0.0985657284589669,0.10126172759624717,0.12531003990078723,0.23789496387361156,0.20877817319098457,0.2265717674970344,0.32794133505877276,0.4880836838132212,0.5118084762212876,0.8581904453790575,0.07041949746576082,0.889140515475035,0.038067507818397496,0.1461065025421461,0.10743912229060744,0.06341985549906343,0.006422263848006422
Cowra Surrounds,0,0,5716,548,682,491,486,629,872,1230,977,1501,2012,2860,2862,4680,375,4982,134,769,523,207,29,0.09587123862841147,0.11931420573827851,0.08589923023093073,0.08502449265220434,0.11004198740377887,0.15255423372988103,0.21518544436669,0.17092372288313507,0.2625962211336599,0.35199440167949614,0.5003498950314905,0.5006997900629812,0.8187543736878936,0.06560531840447865,0.8715885234429671,0.02344296710986704,0.16526971846120783,0.11240060176230389,0.04448742746615087,0.006232538147431765
Forbes,0,0,10020,1254,1287,1041,1073,1042,1333,2541,2114,2375,2983,4970,5052,8595,425,8907,201,1190,910,458,37,0.1251497005988024,0.1284431137724551,0.10389221556886227,0.10708582834331337,0.10399201596806387,0.13303393213572853,0.25359281437125747,0.21097804391217564,0.2370259481037924,0.29770459081836326,0.49600798403193613,0.5041916167664671,0.8577844311377245,0.04241516966067864,0.8889221556886228,0.020059880239520957,0.14583333333333334,0.11151960784313726,0.05612745098039216,0.0045343137254901964
Grenfell,0,0,3597,344,402,267,291,399,526,746,558,925,1367,1840,1753,3082,189,3287,47,507,308,127,27,0.09563525159855435,0.11175979983319433,0.07422852376980818,0.08090075062552127,0.11092577147623019,0.1462329719210453,0.2073950514317487,0.15512927439532945,0.2571587433972755,0.380038921323325,0.5115373922713372,0.48735056991937725,0.8568251320544898,0.05254378648874062,0.9138170697803726,0.013066444259104809,0.17519004837595023,0.10642709053213545,0.04388389771941949,0.009329647546648237
Parkes (NSW),0,0,10919,1430,1491,1324,1250,1223,1318,2921,2574,2541,2876,5350,5567,9472,664,9779,407,1161,1073,546,36,0.13096437402692554,0.13655096620569648,0.12125652532283177,0.11447934792563422,0.11200659401044051,0.12070702445278872,0.267515340232622,0.23573587324846598,0.23271361846322924,0.2633940837072992,0.48997160912171445,0.5098452239216046,0.8674787068412858,0.06081142961809689,0.8955948346918216,0.0372744756845865,0.12922974176313445,0.11943455031166518,0.060774710596616204,0.004007123775601068
Parkes Surrounds,0,0,3262,424,426,259,340,340,470,850,599,810,1001,1715,1541,2782,153,2875,62,360,301,148,10,0.12998160637645617,0.13059472716125076,0.07939914163090128,0.10423053341508277,0.10423053341508277,0.14408338442673208,0.26057633353770693,0.18362967504598407,0.24831391784181484,0.30686695278969955,0.5257510729613734,0.4724095646842428,0.8528510116492949,0.046903740036787246,0.881361128142244,0.01900674432863274,0.13595166163141995,0.11367069486404834,0.055891238670694864,0.0037764350453172208
West Wyalong,0,0,5525,696,679,555,578,626,698,1375,1133,1324,1684,2776,2744,4664,295,4873,131,668,549,200,12,0.12597285067873304,0.12289592760180995,0.10045248868778281,0.10461538461538461,0.11330316742081448,0.12633484162895928,0.248868778280543,0.20506787330316742,0.23963800904977375,0.30479638009049775,0.5024434389140271,0.49665158371040724,0.8441628959276019,0.05339366515837104,0.8819909502262443,0.023710407239819004,0.15216400911161732,0.12505694760820046,0.04555808656036447,0.002733485193621868
Lithgow,0,1,12385,1271,1367,1367,1401,1353,1572,2638,2768,2925,4056,6226,6163,10177,1318,10707,590,1322,1020,693,57,0.10262414210738798,0.11037545417844166,0.11037545417844166,0.11312071053693985,0.109245054501413,0.12692773516350425,0.21299959628582962,0.2234961647153815,0.23617278966491723,0.3274929350020186,0.5027048849414615,0.49761808639483246,0.821719822365765,0.10641905530884134,0.8645135244247073,0.04763827210335083,0.13572895277207392,0.10472279260780287,0.07114989733059549,0.005852156057494866
Lithgow Surrounds,0,1,8448,868,1008,745,869,984,1331,1876,1614,2315,2635,4299,4150,6927,792,7484,282,1064,873,343,30,0.10274621212121213,0.11931818181818182,0.08818655303030302,0.10286458333333333,0.11647727272727272,0.15755208333333334,0.22206439393939395,0.19105113636363635,0.2740293560606061,0.3119081439393939,0.5088778409090909,0.4912405303030303,0.8199573863636364,0.09375,0.8858901515151515,0.033380681818181816,0.1506442021803766,0.12360186889423758,0.048562933597621406,0.004247486903582048
Mudgee,0,0,12563,1849,1545,1501,1813,1379,1485,3394,3314,2864,3005,6134,6433,10826,1044,11305,495,1346,1357,566,46,0.14717822176231793,0.12298017989333758,0.11947783172809043,0.14431266417257024,0.10976677545172331,0.11820425057709145,0.2701584016556555,0.26379049590066067,0.22797102602881478,0.23919445992199315,0.4882591737642283,0.5120592215235215,0.8617368462946748,0.08310117010268248,0.8998646820027063,0.03940141685903049,0.12838611217092713,0.12943533002670737,0.0539870278519649,0.00438763830599008
Mudgee Surrounds - East,0,0,3398,328,354,223,251,349,553,682,474,902,1341,1749,1651,2688,316,2952,77,462,248,153,5,0.09652736904061213,0.10417892878163626,0.06562683931724544,0.07386698057680989,0.10270747498528546,0.16274278987639787,0.2007062978222484,0.13949381989405532,0.2654502648616833,0.3946439081812831,0.514714537963508,0.4858740435550324,0.7910535609181871,0.09299587992937022,0.8687463213655091,0.022660388463802236,0.18025751072961374,0.09676160749122123,0.059695669137729224,0.0019508388607101053
Mudgee Surrounds - West,0,0,11072,1317,1438,870,1157,1390,1709,2755,2027,3099,3190,5726,5341,9148,797,9822,238,1365,1190,368,32,0.11894869942196531,0.1298771676300578,0.07857658959537572,0.1044978323699422,0.12554190751445088,0.15435332369942195,0.24882586705202311,0.18307442196531792,0.27989523121387283,0.288114161849711,0.5171604046242775,0.4823880057803468,0.826228323699422,0.07198338150289017,0.8871026011560693,0.021495664739884394,0.14759948096885814,0.12867647058823528,0.039792387543252594,0.0034602076124567475
Wollangambe - Wollemi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blayney,0,0,7517,973,1016,670,838,850,1079,1989,1508,1929,2099,3735,3783,6548,448,6927,95,862,839,308,35,0.1294399361447386,0.13516030331249168,0.08913130238126912,0.11148064387388586,0.11307702540907277,0.14354130637222295,0.26460023945723027,0.200611946255155,0.25661833178129573,0.27923373686311026,0.49687375282692564,0.5032592789676733,0.8710921910336571,0.05959824398031129,0.9215112411866436,0.012638020486896369,0.13385093167701864,0.13027950310559006,0.04782608695652174,0.005434782608695652
Orange,0,0,19023,2361,2389,2317,2390,2058,2164,4750,4707,4222,5353,9185,9840,15777,1919,16592,1156,1883,1656,991,99,0.12411291594385744,0.12558481837775323,0.1217999264048783,0.12563738632182095,0.10818482889134207,0.11375703096251906,0.2496977343216107,0.24743731272669925,0.2219418598538611,0.2813962045944383,0.4828365662618935,0.5172685696262419,0.8293644535562215,0.10087788466593071,0.872207327971403,0.06076854334226988,0.12509965453095934,0.11001860217911241,0.06583842678713792,0.006577199043316503
Orange - North,0,0,22895,3619,3280,2857,3405,2904,2459,6899,6262,5363,4389,11150,11744,19290,2564,19929,1859,2234,2830,963,69,0.1580694474776152,0.14326272111814806,0.12478707141297227,0.1487224284778336,0.12683992138021402,0.10740336317973356,0.3013321685957633,0.27350949989080586,0.23424328455994758,0.19170124481327802,0.4870058964839485,0.5129504258571741,0.8425420397466695,0.1119895173618694,0.870452063769382,0.08119676785324306,0.11136590229312064,0.14107676969092722,0.048005982053838485,0.0034396809571286143
Orange Surrounds,0,0,11830,1548,1679,984,1226,1534,1656,3227,2210,3190,3203,5990,5842,10205,721,10854,204,1458,1473,335,20,0.1308537616229924,0.14192730346576501,0.08317836010143702,0.10363482671174978,0.12967032967032968,0.13998309382924767,0.2727810650887574,0.18681318681318682,0.2696534234995773,0.2707523245984784,0.5063398140321217,0.49382924767540154,0.8626373626373627,0.06094674556213018,0.917497886728656,0.01724429416737109,0.14084234930448222,0.14229134466769705,0.032360896445131376,0.0019319938176197836
Grafton,0,0,19255,2350,2366,2118,2103,2083,2279,4716,4221,4362,5964,9273,9983,16785,1115,17425,553,2063,1579,1226,104,0.12204622176058166,0.12287717475980264,0.10999740327187743,0.10921838483510776,0.10817969358608154,0.11835886782653857,0.2449233965203843,0.2192157881069852,0.2265385614126201,0.3097377304596209,0.4815891976110101,0.5184627369514412,0.871721630745261,0.05790703713321215,0.9049597507141003,0.028719813035575175,0.13303669310633906,0.10182498226607338,0.0790610691945573,0.0067066486103050235
Grafton Surrounds,0,0,16875,1495,1836,1530,1762,1982,2729,3331,3292,4711,5551,8986,7886,14057,1409,14271,350,2249,1503,633,62,0.0885925925925926,0.1088,0.09066666666666667,0.10441481481481482,0.11745185185185185,0.1617185185185185,0.1973925925925926,0.1950814814814815,0.27917037037037035,0.32894814814814816,0.5325037037037037,0.4673185185185185,0.8330074074074074,0.08349629629629629,0.8456888888888889,0.02074074074074074,0.1557910778609033,0.1041147132169576,0.043848711554447216,0.0042948185092823495
Maclean - Yamba - Iluka,0,0,17533,1561,1670,1142,1548,1728,2272,3231,2690,4000,7611,8559,8969,14445,1848,15957,520,2810,1410,727,70,0.08903211087663264,0.09524895910568643,0.06513431814293047,0.08829065191353448,0.09855700678720128,0.1295842126276165,0.18428106998231905,0.15342497005646497,0.22814121941481777,0.4340957052415445,0.4881651742428563,0.5115496492328752,0.8238749786117607,0.1054012433696458,0.9101123595505618,0.02965835852392631,0.20098705385880838,0.10085115513911737,0.05199914169229669,0.0050067949359845505
Bellingen,0,0,6168,686,921,364,618,814,917,1607,982,1731,1848,2958,3204,4701,959,5366,283,670,603,330,23,0.11121919584954604,0.14931906614785992,0.05901426718547341,0.10019455252918288,0.13197146562905318,0.14867055771725032,0.260538261997406,0.15920881971465628,0.2806420233463035,0.29961089494163423,0.4795719844357977,0.519455252918288,0.7621595330739299,0.1554798962386511,0.8699740596627756,0.04588197146562905,0.13098729227761485,0.11788856304985337,0.06451612903225806,0.004496578690127077
Coffs Harbour - North,0,0,18099,2011,2225,2032,2156,2085,2210,4236,4188,4295,5380,8628,9473,13941,2953,14915,1899,1972,1587,1080,66,0.1111111111111111,0.12293496878280567,0.11227139620973535,0.11912260345875463,0.11519973479197745,0.1221061937123598,0.2340460798939168,0.23139399966848997,0.23730592850433727,0.29725399193325597,0.4767114205204707,0.5233990828222553,0.7702635504724018,0.16315818553511244,0.824078678380021,0.10492292391844853,0.13469945355191257,0.1084016393442623,0.07377049180327869,0.004508196721311476
