sa2_name_2021,in_wslhd,in_metro,pop_size,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Bexley - South,0,1,15831,882,709,366,285,807,492,132,132,819,119,0.0557134735645253,0.044785547343819086,0.023119196513170362,0.01800265302255069,0.05097593329543301,0.031078264165245405,0.008338070873602426,0.008338070873602426,0.05173393973848778,0.007516897226959762
Wolli Creek,0,1,10731,151,417,73,7,169,103,24,31,391,14,0.014071381977448514,0.03885937936818563,0.006802721088435374,6.523157208088715e-4,0.01574876525952847,0.009598359891901966,0.0022365110427732737,0.002888826763582145,0.03643649240518125,0.001304631441617743
Concord - Mortlake - Cabarita,0,1,23113,1827,1358,817,252,1070,966,196,258,1185,211,0.07904642409033877,0.05875481330852767,0.0353480725133042,0.010902955046943278,0.04629429325487821,0.041794661013282566,0.008480076147622551,0.011162549214727643,0.051269848137411846,0.009129061567083459
Drummoyne - Rodd Point,0,1,18366,1335,1200,577,125,624,656,112,175,1152,114,0.07268866383534793,0.06533812479581835,0.03141674833932266,0.006806054666231079,0.03397582489382555,0.0357181748883807,0.006098224980943047,0.00952847653272351,0.06272459980398562,0.006207121855602744
Five Dock - Abbotsford,0,1,20933,1631,1382,606,118,865,804,157,256,1352,186,0.07791525342760235,0.06602015955668084,0.028949505565375244,0.005637032436822243,0.04132231404958678,0.03840825490851765,0.0075001194286533224,0.012229494100224525,0.06458701571681078,0.008885491807194381
Concord West - North Strathfield,0,1,12842,705,710,279,63,516,339,98,87,633,58,0.05489799096713908,0.05528733842080673,0.021725587914655037,0.004905777916212428,0.04018065721850179,0.026397757358666875,0.007631210091885999,0.006774645693817163,0.04929138763432487,0.004516430462544775
Rhodes,0,1,11453,199,405,97,14,265,160,51,44,374,20,0.017375360167641667,0.03536191390901947,0.008469396664629356,0.001222387147472278,0.02313804243429669,0.013970138828254606,0.004452981751506156,0.0038417881777700166,0.03265519951104514,0.0017462673535318257
Balmain,0,1,15579,971,1172,531,70,365,495,98,177,1278,92,0.06232749213685089,0.07522947557609602,0.0340843443096476,0.0044932280634187045,0.023428974902111818,0.0317735413056037,0.006290519288786186,0.011361448103215868,0.08203350664355864,0.005905385454778869
Lilyfield - Rozelle,0,1,13824,881,1036,359,53,369,354,77,161,1192,75,0.06372974537037036,0.07494212962962964,0.025969328703703703,0.003833912037037037,0.026692708333333332,0.025607638888888888,0.005570023148148148,0.011646412037037037,0.08622685185185185,0.005425347222222222
Annandale (NSW),0,1,9464,565,728,248,108,230,259,50,82,927,55,0.059699915469146235,0.07692307692307693,0.026204564666103127,0.011411665257819104,0.02430262045646661,0.027366863905325445,0.005283178360101437,0.008664412510566356,0.09795012679628064,0.00581149619611158
Leichhardt,0,1,17532,1015,1371,415,122,477,441,109,188,1642,97,0.05789413643623089,0.07819986310746065,0.023671001597079626,0.006958704083960757,0.027207392197125257,0.025154004106776182,0.00621720282911248,0.010723248916267396,0.09365731234314396,0.005532740132329455
Canterbury (North) - Ashbury,0,1,11999,775,769,270,47,555,370,76,117,868,87,0.06458871572631053,0.06408867405617134,0.02250187515626302,0.0039169930827568965,0.04625385448787399,0.030835902991915992,0.006333861155096258,0.009750812567713976,0.0723393616134678,0.007250604217018085
Croydon Park - Enfield,0,1,17434,1259,1123,460,129,944,662,142,216,1109,125,0.07221521165538602,0.0644143627394746,0.026385224274406333,0.007399334633474819,0.05414706894573821,0.03797177928186302,0.008145004015142824,0.012389583572329931,0.06361133417460135,0.007169897900653895
Dulwich Hill - Lewisham,0,1,17948,1099,1619,418,67,611,462,120,192,2078,103,0.06123244929797192,0.09020503677289948,0.023289503008691776,0.0037330064631156674,0.034042790283039893,0.02574102964118565,0.006685981724983285,0.010697570759973256,0.11577891687096055,0.005738800980610653
Haberfield - Summer Hill,0,1,13520,1037,1034,364,131,582,500,109,167,1412,103,0.07670118343195266,0.07647928994082841,0.026923076923076925,0.009689349112426035,0.04304733727810651,0.03698224852071006,0.008062130177514793,0.01235207100591716,0.10443786982248521,0.007618343195266272
Homebush,0,1,20822,511,757,181,49,666,295,96,77,678,59,0.0245413504946691,0.036355777542983386,0.008692728844491404,0.0023532801844203246,0.03198540005763135,0.014167707232734607,0.00461050811641533,0.003698011718374796,0.032561713572183265,0.0028335414465469216
Strathfield South,0,1,3636,223,222,77,6,208,127,39,26,191,23,0.06133113311331133,0.06105610561056106,0.021177117711771175,0.0016501650165016502,0.05720572057205721,0.034928492849284926,0.010726072607260726,0.007150715071507151,0.05253025302530253,0.0063256325632563256
Ashfield - North,0,1,11456,608,772,265,114,450,330,78,109,1033,80,0.05307262569832402,0.06738826815642458,0.023131983240223464,0.009951117318435754,0.03928072625698324,0.02880586592178771,0.006808659217877095,0.009514664804469273,0.09017108938547486,0.006983240223463687
Ashfield - South,0,1,12246,895,751,316,319,595,440,121,158,1185,128,0.07308508900865589,0.06132614731340846,0.025804344275681856,0.026049322227666177,0.048587293810223746,0.03593009962436714,0.009880777396700964,0.012902172137840928,0.09676629103380696,0.010452392617997713
Burwood (NSW),0,1,15942,484,506,225,85,486,297,80,91,615,57,0.030360055200100364,0.031740057709195836,0.014113662024840046,0.005331827876050683,0.030485509973654498,0.01863003387278886,0.00501819094216535,0.005708192196713085,0.038577342867896124,0.0035754610462928114
Croydon,0,1,10993,716,691,292,104,566,416,93,108,720,100,0.06513235695442554,0.06285818247975984,0.026562357864095332,0.009460565814609297,0.051487310106431365,0.03784226325843719,0.00845992904575639,0.009824433730555809,0.06549622487037206,0.009096697898662786
Strathfield - East,0,1,16420,658,570,280,153,576,407,80,102,576,102,0.04007308160779537,0.034713763702801465,0.01705237515225335,0.009317904993909866,0.03507917174177832,0.024786845310596835,0.0048721071863581,0.006211936662606578,0.03507917174177832,0.006211936662606578
Strathfield - West,0,1,9253,570,433,222,120,504,351,67,72,443,82,0.061601642710472276,0.04679563384848157,0.023992218739868152,0.012968766886415217,0.05446882092294391,0.03793364314276451,0.0072408948449151625,0.00778126013184913,0.04787636442234951,0.008861990705717065
Chatswood (West) - Lane Cove North,0,1,21294,998,1332,517,120,606,604,131,170,1293,110,0.046867662252277634,0.06255283178360102,0.02427913966375505,0.005635390250774866,0.028458720766413075,0.028364797595566826,0.006151967690429229,0.00798346952193106,0.06072132995209918,0.0051657743965436275
St Leonards - Naremburn,0,1,11903,474,767,268,25,303,242,64,72,758,52,0.03982189364025876,0.06443753675543981,0.022515332269175837,0.002100310846005209,0.02545576745358313,0.02033100898933042,0.005376795765773335,0.006048895236495001,0.06368142485087792,0.004368646559690834
Artarmon,0,1,9406,408,591,176,36,284,246,63,96,549,38,0.043376568147990645,0.06283223474378057,0.018711460769721456,0.0038273442483521157,0.030193493514777802,0.026153519030406122,0.006697852434616202,0.010206251328938975,0.05836699978736976,0.004039974484371677
Castle Cove - Northbridge,0,1,13440,919,892,456,122,362,478,67,135,672,86,0.0683779761904762,0.06636904761904762,0.033928571428571426,0.009077380952380953,0.02693452380952381,0.03556547619047619,0.004985119047619047,0.010044642857142858,0.05,0.006398809523809524
Chatswood - East,0,1,19601,745,900,434,176,681,533,122,128,858,131,0.03800826488444467,0.04591602469261773,0.022141727462884547,0.008979133717667466,0.03474312535074741,0.027192490179072496,0.006224172236110402,0.0065302790673945205,0.0437732768736289,0.00668333248303658
Greenwich - Riverview,0,1,12928,825,916,402,58,299,409,77,118,787,75,0.06381497524752475,0.0708539603960396,0.03109529702970297,0.004486386138613861,0.02312809405940594,0.031636757425742575,0.005956064356435644,0.009127475247524752,0.06087561881188119,0.005801361386138614
Lane Cove,0,1,15888,848,1130,387,60,450,414,85,151,1016,77,0.05337361530715005,0.07112286002014098,0.02435800604229607,0.0037764350453172208,0.028323262839879154,0.026057401812688823,0.005349949647532729,0.009504028197381671,0.06394763343403827,0.004846424974823766
Willoughby,0,1,12996,799,946,347,83,408,410,93,127,751,101,0.06148045552477686,0.07279162819329024,0.026700523237919358,0.006386580486303478,0.03139427516158818,0.03154816866728224,0.007156048014773777,0.009772237611572792,0.057787011388119425,0.007771622037550016
Asquith - Mount Colah,0,1,22057,1491,1767,574,71,840,650,130,200,1664,123,0.06759758806728022,0.08011062247812485,0.026023484608060934,0.0032189327651085823,0.03808314820691844,0.02946910277916308,0.005893820555832615,0.009067416239742485,0.07544090311465748,0.0055764609874416286
Berowra - Brooklyn - Cowan,0,1,11790,1005,1074,394,55,457,389,69,141,961,83,0.08524173027989822,0.0910941475826972,0.033418150975402884,0.004664970313825276,0.03876166242578456,0.032994062765055135,0.0058524173027989825,0.011959287531806615,0.081509754028838,0.007039864291772688
Normanhurst - Thornleigh - Westleigh,0,1,19158,1283,1462,603,181,797,748,133,200,1394,141,0.06696941225597662,0.07631276751226641,0.03147510178515503,0.009447750287086335,0.04160141977241883,0.03904374151790375,0.006942269547969517,0.010439503079653408,0.07276333646518426,0.007359849671155653
Hornsby - East,0,1,11943,478,685,231,56,502,282,78,102,794,70,0.040023444695637615,0.057355773256300764,0.019341873901029892,0.004688939127522398,0.04203299003600435,0.02361215774930922,0.006531022356191912,0.008540567696558653,0.06648245834379972,0.005861173909402997
Hornsby - West,0,1,10629,691,737,254,52,408,328,68,106,764,62,0.06501081945620472,0.0693386019380939,0.023896885878257598,0.004892275849092106,0.03838554896979961,0.030858970740427132,0.006397591494966601,0.009972716153918525,0.0718788220905071,0.005833098127763665
Wahroonga (West) - Waitara,0,1,11877,674,655,284,185,444,459,89,103,695,79,0.056748337122168896,0.05514860655047571,0.02391176222951924,0.01557632398753894,0.037383177570093455,0.03864612275827229,0.0074934747831944095,0.008672223625494654,0.058516460385619265,0.006651511324408521
Gordon - Killara,0,1,22433,1089,1285,619,154,709,784,133,171,1090,129,0.048544554896803815,0.05728168323452057,0.027593277760442205,0.006864886551063166,0.03160522444612847,0.03494851335086702,0.0059287656577363705,0.007622698702803905,0.04858913208220033,0.005750456916150315
Lindfield - Roseville,0,1,24599,1421,1540,731,121,676,818,153,224,1247,147,0.057766575877068176,0.06260417090125615,0.029716655148583276,0.0049188991422415545,0.027480791902109843,0.03325338428391398,0.006219765031098825,0.009106061222000894,0.05069311760640677,0.0059758526769380866
Pymble,0,1,17221,925,1162,483,56,517,574,105,119,800,99,0.053713489344405084,0.0674757563439986,0.02804715173334882,0.0032518436792288484,0.030021485395737763,0.0333313977120957,0.006097206898554091,0.006910167818361303,0.046454909703269265,0.005748795075779571
St Ives,0,1,21665,1493,1311,687,240,748,949,140,202,1084,138,0.06891299330717747,0.060512347103623354,0.03171013154858066,0.011077775213477959,0.034525732748672974,0.04380336948996077,0.006462035541195477,0.009323794138010617,0.05003461804754212,0.006369720747749827
Turramurra,0,1,20251,1634,1378,785,335,708,989,137,239,1158,176,0.08068737346303886,0.06804602241864599,0.03876351785097032,0.01654239296824848,0.03496123648214903,0.04883709446447089,0.006765098019850872,0.011801886326601155,0.05718236136487087,0.008690928843020097
Wahroonga (East) - Warrawee,0,1,18191,1251,1221,626,211,594,764,113,188,982,128,0.06877027101313836,0.06712110384255951,0.03441262162607883,0.011599142433071299,0.03265350997746138,0.041998790610741576,0.006211863009180364,0.010334780935627508,0.05398273871694794,0.007036446594469793
Cremorne - Cammeray,0,1,18905,1152,1377,610,70,424,652,125,204,1260,129,0.06093626024861148,0.07283787357841841,0.03226659613858768,0.0037027241470510446,0.022427929119280612,0.0344882306268183,0.006612007405448294,0.010790796085691615,0.0666490346469188,0.00682359164242264
Crows Nest - Waverton,0,1,17916,971,1394,490,59,430,516,98,154,1363,94,0.05419736548336682,0.0778075463273052,0.027349854878321055,0.0032931457914713107,0.024000893056485822,0.028801071667782986,0.005469970975664211,0.00859566867604376,0.07607724938602367,0.005246706854208529
Neutral Bay - Kirribilli,0,1,17183,1086,1185,593,129,451,640,129,221,1280,144,0.06320200197869988,0.06896351044637142,0.03451085375080021,0.007507420124541698,0.02624687190828144,0.03724611534656346,0.007507420124541698,0.012861549205610195,0.07449223069312692,0.00838037595297678
North Sydney - Lavender Bay,0,1,12441,597,757,295,27,314,326,63,110,736,59,0.04798649626235833,0.06084719877823326,0.023711920263644402,0.0021702435495538942,0.02523912868740455,0.02620368137609517,0.0050639016156257535,0.008841732979664015,0.059159231573024676,0.00474238405272888
Mosman - North,0,1,13763,1019,904,500,132,313,597,83,162,799,123,0.07403909031461164,0.06568335391993024,0.03632928867252779,0.009590932209547338,0.0227421347090024,0.04337717067499818,0.006030661919639613,0.011770689529899004,0.05805420329869941,0.008937005013441838
Mosman - South,0,1,14565,897,1005,532,137,302,512,97,135,861,102,0.0615859938208033,0.0690010298661174,0.03652591829728802,0.009406110538963269,0.02073463783041538,0.0351527634740817,0.006659800892550635,0.009268795056642637,0.059114315139031925,0.007003089598352214
Balgowlah - Clontarf - Seaforth,0,1,20732,1158,1329,627,115,432,676,121,174,1119,120,0.05585568203743006,0.06410380088751688,0.03024310245031835,0.005546980513216284,0.020837352884429866,0.03260659849508007,0.005836388192166699,0.00839282268956203,0.053974532124252364,0.005788153579008296
Manly - Fairlight,0,1,22438,1248,1415,640,150,419,715,97,218,1306,127,0.055619930475086905,0.06306266155628844,0.028523041269275337,0.006685087797486407,0.0186736785809787,0.03186558516801854,0.004323023442374543,0.00971566093234691,0.058204831090114983,0.005660041001871825
Avalon - Palm Beach,0,1,13052,1031,878,535,116,294,531,78,154,693,97,0.07899172540606804,0.06726938400245173,0.04098988660741649,0.008887526815813668,0.02252528348145878,0.04068342016549188,0.00597609561752988,0.011798958014097456,0.05309531106343855,0.007431811216671774
Bayview - Elanora Heights,0,1,11243,1082,742,439,138,330,511,84,153,667,104,0.09623765898781464,0.06599662011918526,0.03904651783331851,0.012274304011384862,0.0293515965489638,0.04545050253491061,0.007471315485190785,0.013608467490883217,0.0593258027216935,0.009250200124521924
Newport - Bilgola,0,1,13681,1094,907,495,59,313,544,67,154,811,106,0.07996491484540603,0.06629632336817484,0.03618156567502376,0.004312550252174549,0.022878444558146336,0.03976317520649075,0.004897302828740589,0.011256487098896279,0.059279292449382355,0.0077479716395000365
Mona Vale - Warriewood (North),0,1,14634,1341,1029,537,228,463,682,136,190,969,150,0.09163591635916359,0.07031570315703158,0.03669536695366954,0.015580155801558016,0.03163864971983053,0.04660379937132705,0.00929342626759601,0.012983463167965012,0.06621566215662157,0.01025010250102501
North Narrabeen - Warriewood (South),0,1,10874,653,766,282,70,274,282,61,115,693,74,0.06005149898841273,0.0704432591502667,0.025933419164980688,0.006437373551590951,0.025197719330513152,0.025933419164980688,0.005609711237814972,0.010575685120470848,0.06372999816075041,0.0068052234688247195
Beacon Hill - Narraweena,0,1,14547,1063,1007,443,83,609,558,128,223,1002,120,0.07307348594211865,0.06922389496116038,0.03045301436722348,0.005705643775348869,0.04186430191792122,0.038358424417405654,0.008799065099333196,0.015329621227744552,0.06888018148071767,0.008249123530624871
Cromer,0,1,8046,632,553,265,52,327,342,62,114,525,89,0.07854834700472284,0.06872980362913249,0.03293562018394233,0.006462838677603778,0.04064131245339299,0.042505592841163314,0.007705692269450659,0.014168530947054437,0.06524981357196122,0.011061396967437236
Forestville - Killarney Heights,0,1,13161,916,885,417,78,484,508,120,147,776,87,0.0695995745004179,0.06724413038522908,0.03168452245270116,0.0059266013220879874,0.03677532102423828,0.03859889066180382,0.009117848187827673,0.0111693640300889,0.058962084947952284,0.006610439936175063
Freshwater - Brookvale,0,1,21828,1156,1411,506,138,498,549,99,176,1310,145,0.0529595015576324,0.0646417445482866,0.023181235110866776,0.0063221550302363936,0.022814733369983506,0.025151181968114347,0.004535459043430457,0.008063038299431922,0.06001466006963533,0.0066428440535092545
Manly Vale - Allambie Heights,0,1,17550,1060,1185,527,196,497,558,94,187,1135,135,0.0603988603988604,0.06752136752136752,0.030028490028490028,0.011168091168091168,0.028319088319088317,0.031794871794871796,0.005356125356125356,0.010655270655270655,0.06467236467236467,0.007692307692307693
Terrey Hills - Duffys Forest,0,1,3786,332,264,141,60,149,200,30,59,292,47,0.08769149498151083,0.06973058637083994,0.03724247226624406,0.01584786053882726,0.039355520338087695,0.05282620179609086,0.00792393026941363,0.015583729529846805,0.07712625462229265,0.012414157422081353
Belrose,0,1,8652,872,712,335,268,398,460,76,160,581,112,0.10078594544613963,0.08229311141932501,0.03871937124364309,0.030975496994914472,0.04600092464170134,0.053166897827092004,0.00878409616273694,0.01849283402681461,0.06715210355987054,0.012944983818770227
Collaroy - Collaroy Plateau,0,1,13980,906,936,437,150,370,494,77,149,845,104,0.0648068669527897,0.06695278969957082,0.03125894134477825,0.01072961373390558,0.026466380543633764,0.035336194563662375,0.005507868383404864,0.010658082975679542,0.06044349070100143,0.007439198855507869
Dee Why (South) - North Curl Curl,0,1,9116,506,588,241,33,193,231,49,80,549,57,0.055506801228609036,0.06450197455024133,0.026437033786748575,0.0036200087757788505,0.02117156647652479,0.025340061430451952,0.005375164545853445,0.008775778850372971,0.060223782360684514,0.006252742430890742
Dee Why - North,0,1,17816,918,1112,368,71,539,437,103,144,1054,102,0.05152671755725191,0.06241580601706331,0.020655590480466997,0.003985181859003143,0.030253704535249216,0.024528513695554557,0.005781320161652447,0.008082622361921869,0.05916030534351145,0.0057251908396946565
Frenchs Forest - Oxford Falls,0,1,17175,1120,1282,497,71,553,574,106,196,1074,102,0.06521106259097526,0.07464337700145561,0.02893740902474527,0.00413391557496361,0.03219796215429403,0.03342066957787482,0.006171761280931587,0.01141193595342067,0.06253275109170306,0.005938864628820961
Narrabeen - Wheeler Heights,0,1,11241,1105,770,516,384,421,604,105,215,1004,204,0.09830086291255226,0.06849924383951606,0.0459033893781692,0.03416066186282359,0.03745218396939774,0.05373187438839961,0.009340805978115827,0.019126412240903834,0.08931589716217418,0.018147851614625034
Camden - Ellis Lane,0,1,13295,1558,1080,482,311,691,758,158,275,1143,186,0.11718691237307258,0.08123354644603234,0.036254230913877396,0.023392252726588944,0.05197442647611884,0.05701391500564122,0.011884166980067695,0.02068446784505453,0.08597216998871757,0.013990221887927793
Currans Hill,0,1,6445,413,611,120,13,258,174,46,83,536,34,0.06408068269976726,0.0948021722265322,0.018619084561675717,0.002017067494181536,0.04003103180760279,0.026997672614429792,0.007137315748642358,0.012878200155159038,0.08316524437548488,0.005275407292474787
Elderslie - Narellan,0,1,14019,1225,1197,367,49,644,503,110,225,1208,91,0.0873814109422926,0.08538412154932591,0.026178757400670518,0.003495256437691704,0.045937656038233826,0.035879877309365864,0.007846494043797702,0.016049646907768028,0.08616877095370569,0.0064911905271417365
Harrington Park,0,1,11241,739,836,256,34,509,307,65,110,743,66,0.06574148207454852,0.07437060759718886,0.02277377457521573,0.003024641935770839,0.045280668979628146,0.027310737478871985,0.005782403700738369,0.009785606262788009,0.06609732230228628,0.005871363757672805
Mount Annan,0,1,19040,1416,1707,495,51,849,571,134,219,1659,116,0.07436974789915966,0.08965336134453782,0.025997899159663867,0.0026785714285714286,0.04459033613445378,0.02998949579831933,0.00703781512605042,0.011502100840336135,0.08713235294117647,0.006092436974789916
Spring Farm,0,1,9539,428,824,118,13,283,177,45,49,787,38,0.04486843484641996,0.08638222035852815,0.012370269420274662,0.0013628262920641577,0.02966768005031974,0.01855540413041199,0.004717475626375931,0.005136806793164902,0.08250340706573016,0.00398364608449523
Bradbury - Wedderburn,0,1,20011,1996,2001,478,76,1297,782,221,428,1961,196,0.09974514017290491,0.09999500274848833,0.023886862225775823,0.0037979111488681224,0.06481435210634151,0.03907850682124831,0.011043925840787568,0.02138823646994153,0.0979961021438209,0.009794612962870422
Campbelltown - Woodbine,0,1,22084,1981,1850,542,143,1454,858,260,367,1890,187,0.08970295236370222,0.08377105596812172,0.02454265531606593,0.006475276218076436,0.0658395218257562,0.03885165730845861,0.011773229487411701,0.01661836623800036,0.08558232204310813,0.008467668900561493
Claymore - Eagle Vale - Raby,0,1,20236,1743,1809,457,78,1329,680,180,342,1623,151,0.08613362324570073,0.08939513737892864,0.022583514528562956,0.0038545167029057125,0.06567503459181656,0.033603478948408774,0.008895038545167029,0.016900573235817354,0.08020359754892271,0.007461949001779007
Holsworthy Military Area,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leumeah - Minto Heights,0,1,16729,1750,1577,468,84,1148,713,145,314,1474,183,0.1046087632255365,0.0942674397752406,0.0279753721083149,0.005021220634825752,0.06862334867595193,0.04262059895989001,0.008667583238687309,0.01876980094446769,0.08811046685396616,0.010939087811584673
Minto - St Andrews,0,1,21335,1727,1814,470,116,1544,749,212,346,1417,204,0.08094680103116944,0.08502460745254277,0.022029528943051324,0.005437075228497773,0.07236934614483244,0.03510663229435201,0.009936723693461448,0.016217483009139912,0.0664166861963909,0.009561752988047808
Rosemeadow - Glen Alpine,0,1,21155,2208,2154,547,105,1534,903,220,425,2024,244,0.10437248877333964,0.1018199007326873,0.025856771448830064,0.004963365634601749,0.0725124084140865,0.04268494445757504,0.010399432758213189,0.02008981328291184,0.09567478137556133,0.011533916331836445
Denham Court - Bardia,0,1,14868,544,802,198,27,564,286,81,70,477,62,0.036588646758138284,0.053941350551520044,0.013317191283292978,0.0018159806295399517,0.037933817594834544,0.019235942964756524,0.005447941888619854,0.004708097928436911,0.03208232445520581,0.0041700295937584075
Glenfield,0,1,10536,774,656,223,269,708,390,127,122,682,112,0.0734624145785877,0.06226271829916477,0.02116552771450266,0.02553151100987092,0.06719817767653759,0.037015945330296125,0.012053910402429764,0.0115793470007593,0.06473044798785117,0.010630220197418374
Ingleburn,0,1,16720,1362,1289,362,63,1171,627,167,255,1074,150,0.08145933014354068,0.0770933014354067,0.02165071770334928,0.0037679425837320573,0.07003588516746412,0.0375,0.009988038277511962,0.015251196172248804,0.06423444976076555,0.008971291866028708
Macquarie Fields,0,1,14198,1235,1201,301,60,1042,535,163,249,1069,141,0.08698408226510776,0.08458937878574448,0.021200169037892663,0.004225947316523454,0.07339061839695732,0.037681363572334134,0.011480490209888717,0.017537681363572335,0.07529229468939287,0.009930976193830116
Bargo,0,1,5934,675,571,206,32,328,321,62,151,516,59,0.11375126390293225,0.09622514324233232,0.03471520053926525,0.005392652510953826,0.05527468823727671,0.05409504550050556,0.010448264239973037,0.025446579036063365,0.08695652173913043,0.009942703067071115
Douglas Park - Appin,0,1,11112,966,883,312,48,413,363,92,152,779,87,0.08693304535637149,0.07946364290856732,0.028077753779697623,0.004319654427645789,0.03716702663786897,0.03266738660907127,0.00827933765298776,0.013678905687544997,0.07010439164866811,0.00782937365010799
Picton - Tahmoor - Buxton,0,1,18987,1956,1822,582,87,932,761,194,371,1881,161,0.10301785432137779,0.09596039395375783,0.030652551745931428,0.004582082477484595,0.04908621688523727,0.04008005477431927,0.01021751724864381,0.01953968504766419,0.09906778322009796,0.008479485964080687
The Oaks - Oakdale,0,1,9808,851,757,283,41,400,357,55,136,720,77,0.08676590538336053,0.07718189233278956,0.02885399673735726,0.0041802610114192494,0.040783034257748776,0.036398858075040785,0.005607667210440457,0.013866231647634585,0.0734094616639478,0.007850734094616639
Blackheath - Megalong Valley,0,1,5764,694,537,271,33,286,360,72,138,643,67,0.12040249826509368,0.09316446911866759,0.04701596113809854,0.0057251908396946565,0.04961832061068702,0.062456627342123525,0.012491325468424705,0.023941707147814018,0.11155447605829286,0.011623872310895211
Blaxland - Warrimoo - Lapstone,0,1,18993,1774,1726,649,90,819,810,134,332,1890,149,0.09340283262254515,0.09087558574211552,0.03417048386247565,0.00473858790080556,0.043121149897330596,0.04264729110725004,0.007055230874532722,0.017480124256304956,0.09951034591691676,0.007844995524666982
Blue Mountains - North,0,1,7,3,0,0,0,0,0,0,0,0,0,0.42857142857142855,0,0,0,0,0,0,0,0,0
Katoomba - Leura,0,1,13348,1539,1220,561,154,621,728,167,378,1772,172,0.11529817201078814,0.09139946059334732,0.04202876835480971,0.011537308960143842,0.04652382379382679,0.054540005993407255,0.012511237638597543,0.028318849265807612,0.13275397063230446,0.012885825591848966
Lawson - Hazelbrook - Linden,0,1,11445,1129,1229,408,43,552,554,100,237,1460,108,0.09864569681083443,0.1073831367409349,0.03564875491480996,0.0037570991699432065,0.04823066841415465,0.048405417212756666,0.00873743993010048,0.02070773263433814,0.12756662297946703,0.00943643512450852
Springwood - Winmalee,0,1,21964,2317,2140,806,172,995,1086,187,474,2458,226,0.10549080313239848,0.09743216171917683,0.03669641231105445,0.007830996175560007,0.045301402294664,0.049444545620105626,0.008513931888544891,0.021580768530322345,0.11191039883445639,0.010289564742305591
Wentworth Falls,0,1,6428,810,569,288,86,288,385,95,159,660,79,0.12601120099564406,0.08851897946484132,0.044803982576229,0.013378967019290604,0.044803982576229,0.059894212818917235,0.01477909147479776,0.024735532047293094,0.10267579340385811,0.012289981331673926
Blue Mountains - South,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridge Park,0,1,16004,1496,1735,421,72,969,707,194,333,1608,156,0.09347663084228942,0.10841039740064984,0.02630592351912022,0.004498875281179705,0.0605473631592102,0.04417645588602849,0.012121969507623094,0.020807298175456138,0.10047488127968009,0.009747563109222694
Emu Plains - Leonay,0,1,13914,1349,1244,450,103,729,648,129,259,1287,135,0.09695270950122178,0.08940635331320972,0.03234152652005175,0.007402616070145178,0.052393272962483826,0.04657179818887452,0.009271237602414833,0.018614345263763116,0.09249676584734799,0.009702457956015523
Glenmore Park - Regentville,0,1,21002,1455,1790,450,62,993,606,156,230,1758,117,0.0692791162746405,0.08522997809732406,0.02142653080658985,0.002952099800019046,0.04728121131320827,0.028854394819540996,0.007427864012951147,0.010951337967812589,0.083706313684411,0.005570898009713361
Jamisontown - South Penrith,0,1,17326,1624,1611,476,81,992,717,152,327,1704,148,0.09373196352302897,0.09298164608103428,0.027473161722267114,0.004675054830889992,0.05725499249682558,0.04138289276232252,0.008772942398707146,0.018873369502481818,0.09834930162761168,0.00854207549347801
Kingswood - Werrington,0,1,24625,1755,2282,472,140,1311,808,218,386,2401,191,0.07126903553299492,0.09267005076142132,0.01916751269035533,0.005685279187817259,0.05323857868020305,0.032812182741116754,0.008852791878172589,0.0156751269035533,0.09750253807106599,0.007756345177664974
Mulgoa - Luddenham - Orchard Hills,0,1,12040,747,830,279,42,515,377,76,112,754,68,0.06204318936877076,0.06893687707641195,0.023172757475083055,0.0034883720930232558,0.042774086378737544,0.031312292358803985,0.006312292358803987,0.009302325581395349,0.06262458471760797,0.005647840531561462
Penrith,0,1,17966,1676,1878,454,149,1038,769,227,398,2507,198,0.09328732049426695,0.10453078036290772,0.025269954358232215,0.00829344317043304,0.05777579873093621,0.04280307247022153,0.012634977179116108,0.02215295558276745,0.13954135589446734,0.011020817098964712
Warragamba - Silverdale,0,1,6025,479,521,124,18,246,223,45,82,436,31,0.07950207468879668,0.08647302904564315,0.02058091286307054,0.002987551867219917,0.0408298755186722,0.03701244813278008,0.007468879668049793,0.013609958506224066,0.07236514522821577,0.005145228215767635
Cranebrook - Castlereagh,0,1,17029,1358,1674,398,53,838,546,163,285,1687,122,0.07974631510951906,0.0983028950613659,0.02337189500264255,0.0031123377767338072,0.04921017088496095,0.03206295143578601,0.009571906747313407,0.016736155969228964,0.09906629866697986,0.0071642492219155555
Jordan Springs - Llandilo,0,1,13388,585,987,176,31,517,292,76,106,912,67,0.043695847027188525,0.07372273677920525,0.013146100985957573,0.0023155064236629816,0.03861667164625037,0.021810576635793246,0.005676725425754407,0.007917538093815357,0.06812070510905288,0.005004481625336122
